SALE TITLE,SESSION,HIP,COLOR,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION,,
The Gulfstream Sale (2021),3/31/21,96,DKB,F,MALIBU MOON,CROCUS HILL,MEDAGLIA D'ORO,NIALL BRENNAN STABLES AGENT IX,OUT,0,,4/13/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,97,DKB,F,AMERICAN PHAROAH,CRYING SHAME,STREET CRY (IRE),RANDY BRADSHAW AGENT VI,OUT,0,,3/15/19,KENTUCKY,23,,,https://vimeo.com/526741424/fac52f4071,10.4,
The Gulfstream Sale (2021),3/31/21,98,B,F,QUALITY ROAD,CUFF (IRE),GALILEO (IRE),TOP LINE SALES LLC AGENT IX,OUT,0,,2/16/19,KENTUCKY,23,,,https://vimeo.com/528107166,10.3,https://www.youtube.com/watch?v=06iCQbbGZQ4
The Gulfstream Sale (2021),3/31/21,99,B,F,MALIBU MOON,DAWN CHORUS,UNBRIDLED'S SONG,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT I,NOT SOLD,125000,,4/14/19,KENTUCKY,23,,,https://vimeo.com/526932386,10.3,https://www.youtube.com/watch?v=MnPXiuw5oRQ
The Gulfstream Sale (2021),3/31/21,100,B,C,GUN RUNNER,DAY OF VICTORY,VICTORY GALLOP,SEQUEL BLOODSTOCK AGENT,NOT SOLD,190000,,3/22/19,KENTUCKY,23,,,https://vimeo.com/514986331,10.2,https://www.youtube.com/watch?v=ESZeAuZ4r7A
The Gulfstream Sale (2021),3/31/21,101,GRR,F,TAPIT,DETECT,DEVIL'S BAG,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT II,MCMAHON & HILL BLOODSTOCK AGT,180000,,4/25/19,KENTUCKY,23,,,https://vimeo.com/528010907,10.3,https://www.youtube.com/watch?v=V42ndc86y70
The Gulfstream Sale (2021),3/31/21,102,B,C,QUALITY ROAD,DEVIOUS INTENT,DIXIE UNION,EDDIE WOODS AGENT XXV,NOT SOLD,147000,,5/18/19,KENTUCKY,24,,,https://vimeo.com/524659767,10.3,https://www.youtube.com/watch?v=wULsReE6yeY
The Gulfstream Sale (2021),3/31/21,103,B,F,ASTERN (AUS),DIPLOMATIC ANGEL,VALID APPEAL,GOLDEN ROCK AGENT,NBS STABLES/JOHN BALLANTYNE,375000,,4/30/19,FLORIDA,23,,,https://vimeo.com/529275072,10.1,https://www.youtube.com/watch?v=aSl6aqG81do
The Gulfstream Sale (2021),3/31/21,104,GRR,C,CONNECT,DIVA STYLE,UNBRIDLED'S SONG,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT III,OUT,0,,3/9/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,105,GRR,F,TAPIT,DIVINE ELEGANCE,UNCLE MO,GENE RECIO AGENT,OUT,0,,1/28/19,KENTUCKY,24,,,,,
The Gulfstream Sale (2021),3/31/21,106,B,C,PRACTICAL JOKE,DO THE DANCE,DISCREET CAT,GENE RECIO AGENT FOR RESTREPO ET AL,BRADLEY THOROUGHBREDS LLC AGT,350000,,4/7/19,KENTUCKY,24,,,https://vimeo.com/528908092,10.1,https://www.youtube.com/watch?v=5uMW--p27XU
The Gulfstream Sale (2021),3/31/21,107,DKB,C,CLASSIC EMPIRE,ENCHANTE,BLUEGRASS CAT,CRANE THOROUGHBRED SERVICES AGENT,NOT SOLD,30000,,4/10/19,KENTUCKY,23,,,https://youtu.be/RPKg5mXiM2k,10.2,https://www.youtube.com/watch?v=Zmw853bQ7tM
The Gulfstream Sale (2021),3/31/21,108,DKB,C,BAYERN,ENCHANTING LADY,TALE OF THE CAT,EDDIE WOODS AGENT LII,OUT,0,,2/16/19,KENTUCKY,24,,,,,
The Gulfstream Sale (2021),3/31/21,109,DKB,C,MORE THAN READY,ESKENFORMONEY,ESKENDEREYA,PICK VIEW LLC AGENT,NOT SOLD,340000,,2/1/19,KENTUCKY,23,,,https://vimeo.com/528106497,10.2,https://www.youtube.com/watch?v=5M4ueTsn3rY
The Gulfstream Sale (2021),3/31/21,110,B,F,HARD SPUN,EVA LONDON,ADIOS CHARLIE,KIRKWOOD STABLES AGENT FOR GULFSTREAM GALLOP I,COUNTRY LIFE FARM AGENT,75000,,4/9/19,FLORIDA,23,,,https://vimeo.com/528107844,G,https://www.youtube.com/watch?v=WdZk2QwwuDw
The Gulfstream Sale (2021),3/31/21,111,B,C,HARD SPUN,FANFARE,CURLIN,KIRKWOOD STABLES AGENT FOR GULFSTREAM GALLOP IV,MICHAEL MAKER AGENT,70000,,4/26/19,KENTUCKY,23,,,https://vimeo.com/528107455,G,https://www.youtube.com/watch?v=YJJBeUf12FY
The Gulfstream Sale (2021),3/31/21,112,DKB,C,UNION RAGS,FASTBRIDLED,UNBRIDLED'S SONG,CLARY BLOODSTOCK AGENT,WILLIS HORTON,425000,,4/6/19,KENTUCKY,23,,,https://vimeo.com/529310621,10.1,https://www.youtube.com/watch?v=kPdiA_p6xl0
The Gulfstream Sale (2021),3/31/21,113,GRR,F,ARROGATE,FLATTER UP,FLATTER,TOM MCCROCKLIN AGENT V,COLOMBO BLOODSTOCK AGENCY,450000,,2/19/19,KENTUCKY,24,,,https://vimeo.com/529126909,21.1,https://www.youtube.com/watch?v=q1u7e_bp6z8
The Gulfstream Sale (2021),3/31/21,114,B,C,LORD NELSON,FORESTRY'S MAGIC,FORESTRY,SCANLON TRAINING & SALES AGENT III,OUT,0,,3/19/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,115,DKB,F,CANDY RIDE (ARG),FOREST UPROAR,FOREST WILDCAT,CARY FROMMER AGENT,OUT,0,,5/8/19,KENTUCKY,24,,,https://vimeo.com/528636726,10.3,https://www.youtube.com/watch?v=EfAh_lZNayU
The Gulfstream Sale (2021),3/31/21,116,B,C,MALIBU MOON,FUN AFFAIR,DISTORTED HUMOR,MCKATHAN BROS. SALES AGENT FOR NEW DAY TRAINING CENTER,NOT SOLD,385000,,5/8/19,KENTUCKY,23,,,https://vimeo.com/526740906/ebdc3224f5,10,https://www.youtube.com/watch?v=YB2-2khGl4M
The Gulfstream Sale (2021),3/31/21,117,DKB,F,PRACTICAL JOKE,GOFORITMRSMILLER,SPEIGHTSTOWN,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,JAMIE MCCALMONT/BEN MCELROY,800000,,4/30/19,KENTUCKY,23,,,https://vimeo.com/529289646,10,https://www.youtube.com/watch?v=1wqA8YQT1OY
The Gulfstream Sale (2021),3/31/21,118,B,C,DISTORTED HUMOR,GOLDEN BALLAD (IRE),GALILEO (IRE),EDDIE WOODS AGENT XL,OUT,0,,2/7/19,KENTUCKY,24,,,,,
The Gulfstream Sale (2021),3/31/21,119,B,F,TAPIT,GOMO,UNCLE MO,DE MERIC SALES AGENT,NOT SOLD,475000,,2/23/19,FLORIDA,25,,,https://vimeo.com/528625691,10.2,https://www.youtube.com/watch?v=Gkpc_fJh5j8
The Gulfstream Sale (2021),3/31/21,120,DKB,C,LORD NELSON,GREATEST SHOW,STORM CAT,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,OUT,0,,4/28/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,121,GRR,C,LIAM'S MAP,GREAT HUMOR,DISTORTED HUMOR,SCANLON TRAINING & SALES AGENT V,OUT,0,,3/12/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,122,DKB,C,ARROGATE,HERO'S AMOR,STREET HERO,DE MERIC SALES AGENT,NOT SOLD,240000,,2/21/19,KENTUCKY,25,,,https://vimeo.com/528625739,10.2,https://www.youtube.com/watch?v=hWeywSWG2Tc
The Gulfstream Sale (2021),3/31/21,123,DKB,C,CLASSIC EMPIRE,HIT THE LIMIT,UNCLE MO,HARTLEY/DE RENZO THOROUGHBREDS AGENT,OUT,0,,4/25/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,124,DKB,C,SPEIGHTSTOWN,HOLIDAY BLUES,GHOSTZAPPER,JAMES LAYDEN AGENT,OUT,0,,3/13/19,KENTUCKY,23,,,https://vimeo.com/529325728,10.1,https://www.youtube.com/watch?v=w1CRaq0kv8I
The Gulfstream Sale (2021),3/31/21,125,B,C,UNCLE MO,HOLLYWOOD ROYAL,DISTORTED HUMOR,HOBY & LAYNA KIGHT AGENT,OUT,0,,3/19/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,126,CH,F,CURLIN,ABOVE PERFECTION,IN EXCESS (IRE),NIALL BRENNAN STABLES AGENT V,OUT,0,,2/23/19,KENTUCKY,23,,,https://vimeo.com/524336368,10.1,https://www.youtube.com/watch?v=oB-1UD93PHo
The Gulfstream Sale (2021),3/31/21,127,B,C,UNION RAGS,HONE IN,SMART STRIKE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT V,OUT,0,,1/26/19,KENTUCKY,23,,,https://vimeo.com/526934002,10.4,https://www.youtube.com/watch?v=2qYLLbPKMKk
The Gulfstream Sale (2021),3/31/21,128,B,F,BERNARDINI,HONOLULU,MACLEAN'S MUSIC,PAUL SHARP AGENT II,OUT,0,,2/26/19,KENTUCKY,24,,,https://vimeo.com/521199985,,
The Gulfstream Sale (2021),3/31/21,129,DKB,F,DIALED IN,IMPRECATION,FIRST DEFENCE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VI,NOT SOLD,345000,,4/18/19,KENTUCKY,23,,,https://vimeo.com/526934746,10.3,https://www.youtube.com/watch?v=4Yls3UmSTv8
The Gulfstream Sale (2021),3/31/21,130,B,C,BERNARDINI,IMPROV,DISTORTED HUMOR,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT,OUT,0,,2/8/19,KENTUCKY,23,,,https://vimeo.com/526935492,10.2,https://www.youtube.com/watch?v=MLqn9u7q2G8
The Gulfstream Sale (2021),3/31/21,131,B,C,HONOR CODE,INCLINATION,VICTORY GALLOP,SEQUEL BLOODSTOCK AGENT,OUT,0,,3/21/19,NEW YORK,23,,,,,
The Gulfstream Sale (2021),3/31/21,132,DKB,C,NYQUIST,INFLICTION,STORMY ATLANTIC,TOM MCCROCKLIN AGENT I,OUT,0,,3/20/19,KENTUCKY,24,,,https://vimeo.com/529126880,22.2,https://www.youtube.com/watch?v=vj_W29OudOA
The Gulfstream Sale (2021),3/31/21,133,B,C,TAPIT,INTERJECT,EMPIRE MAKER,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VII,AMY DUNNE,60000,,5/8/19,KENTUCKY,23,,,https://vimeo.com/526936302,10.2,https://www.youtube.com/watch?v=nbTV1uPCpxo
The Gulfstream Sale (2021),3/31/21,134,B,F,FLATTER,IRE,POLITICAL FORCE,NIALL BRENNAN STABLES AGENT I,CHRISTOPHE CLEMENT AGENT,300000,,2/6/19,KENTUCKY,23,,,https://youtu.be/XFYnucwXJdE,10.2,https://www.youtube.com/watch?v=NKVIE39Z3XE
The Gulfstream Sale (2021),3/31/21,135,B,C,UNCLE MO,IRISH LIGHTS (AUS),FASTNET ROCK (AUS),DE MERIC SALES AGENT,OUT,0,,4/8/19,KENTUCKY,25,,,,,
The Gulfstream Sale (2021),3/31/21,136,B,C,KLIMT,IRON BEAUTY,UNBRIDLED'S SONG,RANDY BRADSHAW AGENT III,OUT,0,,4/8/19,KENTUCKY,23,,,https://vimeo.com/526742760/1f14bab6d0,,
The Gulfstream Sale (2021),3/31/21,137,GRR,C,TAPIT,ITHINKISAWAPUDYCAT,BLUEGRASS CAT,NIALL BRENNAN STABLES AGENT III,OUT,0,,5/6/19,KENTUCKY,23,,,https://youtu.be/EuE8PxZ-XZY,10.3,https://www.youtube.com/watch?v=XUzq_a8WOQ4
The Gulfstream Sale (2021),3/31/21,138,CH,C,NOT THIS TIME,IT'S NOT OVER,SKY MESA,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,NOT SOLD,210000,,3/16/19,KENTUCKY,23,,,https://vimeo.com/521215435,10.2,https://www.youtube.com/watch?v=yZZHgHjyO2k
The Gulfstream Sale (2021),3/31/21,139,CH,C,WILDCAT RED,IVORY MEADOW,MEADOWLAKE,DE MERIC SALES AGENT,OUT,0,,2/25/19,KENTUCKY,25,,,,,
The Gulfstream Sale (2021),3/31/21,140,B,C,MACLEAN'S MUSIC,JE SUIS TIZZY,TIZNOW,CARY FROMMER AGENT,WINSTAR FARM LLC,250000,,1/28/19,KENTUCKY,24,,,https://vimeo.com/528636795,10.2,https://www.youtube.com/watch?v=1WKWdn6K_J4
The Gulfstream Sale (2021),3/31/21,141,GRR,C,QUALITY ROAD,J. QUIRK,UNBRIDLED'S SONG,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,YUJI HASEGAWA,600000,,4/29/19,KENTUCKY,23,,,https://vimeo.com/529289417,10.2,https://www.youtube.com/watch?v=DLp6zRjItrM
The Gulfstream Sale (2021),3/31/21,142,CH,C,CLASSIC EMPIRE,JUST PARKER,FOREST CAMP,EDDIE WOODS AGENT LII,OUT,0,,4/23/19,KENTUCKY,24,,,,,
The Gulfstream Sale (2021),3/31/21,143,B,C,INTO MISCHIEF,KNIGHT OF THUNDER,THUNDER GULCH,EDDIE WOODS AGENT XXXVII,OUT,0,,4/7/19,KENTUCKY,24,,,,,
The Gulfstream Sale (2021),3/31/21,144,CH,C,SKIPSHOT,LA BELLE MARQUET,MARQUETRY,TOP LINE SALES LLC AGENT III,MICHAEL J. MAKER,285000,,3/17/19,KENTUCKY,23,,,https://vimeo.com/528107253,10.2,https://www.youtube.com/watch?v=GxfjHVoQ4JM
The Gulfstream Sale (2021),3/31/21,145,CH,C,DIALED IN,LADY VI,TALE OF THE CAT,SBM TRAINING & SALES LLC AGENT,NOT SOLD,95000,,2/28/19,KENTUCKY,23,,,https://vimeo.com/518144227/1481f150db,10.1,https://www.youtube.com/watch?v=n8JlgHHixo4
The Gulfstream Sale (2021),3/31/21,146,CH,C,NYQUIST,LAURENMYCHANELGIRL,AFLEET ALEX,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,R A HILL STABLE,625000,,2/15/19,KENTUCKY,23,,,https://vimeo.com/529289197,10,https://www.youtube.com/watch?v=rvjowGhrXs8
The Gulfstream Sale (2021),3/31/21,147,B,C,TAPIT,LAZY SUSAN,TIZNOW,HIDDEN BROOK AGENT I,OUT,0,,3/23/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,148,B,C,PRACTICAL JOKE,LEMON GALA,LEMON DROP KID,SCANLON TRAINING & SALES AGENT IV,A.C. ELLIOTT AGENT FOR AMO RACING USA,300000,,4/25/19,KENTUCKY,23,,,https://vimeo.com/524057510,10.1,https://www.youtube.com/watch?v=lo3_0iVehvU
The Gulfstream Sale (2021),3/31/21,149,B,C,CONSTITUTION,LETCHWORTH,TIZNOW,EDDIE WOODS AGENT FOR THE COMPLETE DISPERSAL OF THE ESTATE OF PAUL POMPA JR.,WINSTAR FARM LLC,230000,,2/26/19,KENTUCKY,24,,,https://vimeo.com/524660353,10.3,https://www.youtube.com/watch?v=sZYTnpA4Yp4
The Gulfstream Sale (2021),3/31/21,150,B,F,AMERICAN PHAROAH,LET JOY REIGN,AWESOME AGAIN,RANDY BRADSHAW AGENT VI,OUT,0,,2/6/19,KENTUCKY,23,,,https://vimeo.com/526742372/8252ef50cf,,
The Gulfstream Sale (2021),3/31/21,151,CH,F,GHOSTZAPPER,LIFE AT TEN,MALIBU MOON,HOBY & LAYNA KIGHT AGENT,ROBERT MEDINA AGENT,400000,,5/2/19,KENTUCKY,23,,,,21.4,https://www.youtube.com/watch?v=wAk_kr-vYuI
The Gulfstream Sale (2021),3/31/21,152,DKB,F,HARD SPUN,LIFEINTHEFASTLANE,UNBRIDLED'S SONG,SEQUEL BLOODSTOCK AGENT,OUT,0,,2/21/19,KENTUCKY,23,,,https://vimeo.com/514987171,10.3,https://www.youtube.com/watch?v=75CjTKwzHhM
The Gulfstream Sale (2021),3/31/21,153,B,C,EMPIRE MAKER,LIGHT OF THE NILE,ESKENDEREYA,PAUL SHARP AGENT I,OUT,0,,3/16/19,KENTUCKY,24,,,https://vimeo.com/521200015,10.3,https://www.youtube.com/watch?v=rAR4DEFaK-k
The Gulfstream Sale (2021),3/31/21,154,CH,F,AMERICAN FREEDOM,LISTEN TO LIBBY,INDIAN CHARLIE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VIII,MADDIE MATTMILLER AGENT FOR BLACK TYPE  R.A. HILL,550000,,5/17/19,KENTUCKY,23,,,https://vimeo.com/526936959,10,https://www.youtube.com/watch?v=XaYorYSmXso
The Gulfstream Sale (2021),3/31/21,155,B,C,INTO MISCHIEF,LOVEOFALIFETIME,MEDAGLIA D'ORO,DE MERIC SALES AGENT,NOT SOLD,750000,,4/17/19,KENTUCKY,25,,,https://vimeo.com/528625739,10.3,https://www.youtube.com/watch?v=AEPb31pGJF4
The Gulfstream Sale (2021),3/31/21,156,B,F,PRACTICAL JOKE,LOVEYOU EVERYBODY,FIVE STAR DAY,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT,WINSTAR FARM LLC,160000,Y,4/11/19,KENTUCKY,23,,,https://vimeo.com/526937758,10.1,https://www.youtube.com/watch?v=ZDKimMzpA8k
The Gulfstream Sale (2021),3/31/21,157,DKB,F,FROSTED,LUCKY DRAW,LOOKIN AT LUCKY,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT IX,OUT,0,,2/16/19,PENNSYLVANIA,23,,,,,
The Gulfstream Sale (2021),3/31/21,158,GRR,C,ARROGATE,MAGGIE MCGOWAN,SALT LAKE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT X,OUT,0,,4/5/19,KENTUCKY,23,,,https://vimeo.com/526938496,10.4,https://www.youtube.com/watch?v=VGleVwS0qi8
The Gulfstream Sale (2021),3/31/21,159,GRR,F,ARROGATE,MAHKAMA,BERNARDINI,HIDDEN BROOK AGENT II,LIVE OAK PLANTATION,330000,,3/20/19,PENNSYLVANIA,23,,,https://vimeo.com/523964143,10.2,https://www.youtube.com/watch?v=ojd_Z3yx4HU
The Gulfstream Sale (2021),3/31/21,160,CH,C,CURLIN,MAKE THE SUN SHINE,MALIBU MOON,MCKATHAN BROS. SALES AGENT,OUT,0,,4/30/19,KENTUCKY,23,,,https://vimeo.com/526741060/2ed3e6cfdb,10.3,https://www.youtube.com/watch?v=nDU2x6Aaba8
The Gulfstream Sale (2021),3/31/21,161,B,F,UNCLE MO,MANDA BAY,EMPIRE MAKER,MAYBERRY FARM AGENT,OUT,0,,2/27/19,KENTUCKY,24,,,,,
The Gulfstream Sale (2021),3/31/21,163,CH,C,MUNNINGS,MARKET LOVER,LATENT HEAT,CARY FROMMER AGENT,NOT SOLD,385000,,5/1/19,KENTUCKY,24,,,https://vimeo.com/528636876,10.1,https://www.youtube.com/watch?v=vPpxdjeW9B4
The Gulfstream Sale (2021),3/31/21,164,B,F,HONOR CODE,MARKETPLACE,STORMY ATLANTIC,SEQUEL BLOODSTOCK AGENT,OUT,0,,4/10/19,NEW YORK,23,,,https://vimeo.com/529138969,11,https://www.youtube.com/watch?v=Klr-tDfMuxQ
The Gulfstream Sale (2021),3/31/21,165,B,F,INTO MISCHIEF,MAX'S WARRIOR,WARRIOR'S REWARD,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT,DENNIS O'NEILL,145000,,2/9/19,KENTUCKY,23,,,https://vimeo.com/526939208,10.3,https://www.youtube.com/watch?v=EYWZcvVwSkA
The Gulfstream Sale (2021),3/31/21,166,CH,C,MOHAYMEN,MAYAKOBA,WAR CHANT,BRICK CITY THOROUGHBREDS AGENT,LIVE OAK PLANTATION,350000,,5/6/19,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=_LphoXik2N8
The Gulfstream Sale (2021),3/31/21,167,B,C,UNION RAGS,MEGA DREAM,MEDAGLIA D'ORO,RANDY BRADSHAW AGENT III,NOT SOLD,195000,,4/20/19,LOUISIANA,23,,,https://vimeo.com/526741585/7705875771,10.1,https://www.youtube.com/watch?v=6zf_4MNfTxM
The Gulfstream Sale (2021),3/31/21,168,B,F,INTO MISCHIEF,MELROSE WOODS,BROKEN VOW,EDDIE WOODS AGENT XXI,MIKE RYAN AGENT,350000,,5/8/19,KENTUCKY,24,,,https://vimeo.com/524660522,10.1,https://www.youtube.com/watch?v=P0QI2TrBQzU
The Gulfstream Sale (2021),3/31/21,169,B,F,UNCLE MO,MICHELLE D'ORO,BERNARDINI,SEQUEL BLOODSTOCK AGENT,WEST BLOODSTOCK AGENT FOR ROBERT & LAWANA LOW,825000,,3/30/19,KENTUCKY,23,,,https://vimeo.com/529139079,10,https://www.youtube.com/watch?v=n8hJbSpDGe4
The Gulfstream Sale (2021),3/31/21,170,B,C,LAOBAN,MICK'S DOLL,MOJAVE MOON,CARY FROMMER AGENT,NOT SOLD,95000,,3/11/19,NEW YORK,24,,,https://vimeo.com/528636943,11,https://www.youtube.com/watch?v=ddapuXxvDCE
The Gulfstream Sale (2021),3/31/21,171,CH,F,NYQUIST,MIDNIGHT BALLET,MIDNIGHT LUTE,EDDIE WOODS AGENT VIII,OUT,0,,5/11/19,KENTUCKY,24,,,,,
The Gulfstream Sale (2021),3/31/21,172,CH,F,NYQUIST,MIDNIGHT UNION,UNION RAGS,CLARY BLOODSTOCK AGENT,DENNIS O'NEILL AGENT,320000,Y,2/10/19,KENTUCKY,23,,,https://vimeo.com/529310505,10.1,https://www.youtube.com/watch?v=L4k9fHMvM3c
The Gulfstream Sale (2021),3/31/21,173,B,F,EMPIRE MAKER,MISS HOLLYWOOD,MALIBU MOON,EDDIE WOODS AGENT XX,OUT,0,,3/28/19,KENTUCKY,24,,,https://vimeo.com/524660702,10.2,
The Gulfstream Sale (2021),3/31/21,174,B,C,TIZNOW,MISS METROPOLITAN,LEROIDESANIMAUX (BRZ),RANDY BRADSHAW AGENT VIII,OUT,0,,3/21/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,175,CH,C,HARD SPUN,MISS PRYTANIA,ESKENDEREYA,RANDY BRADSHAW AGENT I,OUT,0,,3/16/19,KENTUCKY,23,,,,,
The Gulfstream Sale (2021),3/31/21,176,B,F,MEDAGLIA D'ORO,MO' GREEN,UNCLE MO,HIDDEN BROOK AGENT III,OUT,0,,2/9/19,KENTUCKY,23,,,https://vimeo.com/523963943,10.4,
The Gulfstream Sale (2021),3/31/21,177,B,C,CLASSIC EMPIRE,MRIYA,ELUSIVE QUALITY,RANDY BRADSHAW AGENT VII,MARC TACHER,300000,,3/20/19,KENTUCKY,23,,,https://vimeo.com/526741772/c6fc444f62,10.2,https://www.youtube.com/watch?v=WhqwYTp1rcM
The Gulfstream Sale (2021),3/31/21,178,B,C,CONSTITUTION,MRS. MARY S,IN THE WOODS,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT,NOT SOLD,125000,,4/10/19,PENNSYLVANIA,23,,,https://vimeo.com/526939881,10.2,https://www.youtube.com/watch?v=UgC1R2skkGg
The Gulfstream Sale (2021),3/31/21,179,B,F,MALIBU MOON,MY LIMIT,WAGON LIMIT,GOLDEN ROCK AGENT,NOT SOLD,45000,,2/17/19,KENTUCKY,23,,,https://vimeo.com/529275273,10.4,https://www.youtube.com/watch?v=CmMldFO8gog
The Gulfstream Sale (2021),3/31/21,180,B,F,PRACTICAL JOKE,NARROW SEA,BODEMEISTER,TOM MCCROCKLIN AGENT IV,NOT SOLD,70000,,3/25/19,KENTUCKY,24,,,https://vimeo.com/529126828,22,https://www.youtube.com/watch?v=zFfWRJTFzig
The Gulfstream Sale (2021),3/31/21,181,CH,C,GUN RUNNER,NEEDMORE FLATTERY,FLATTER,HARTLEY/DE RENZO THOROUGHBREDS AGENT,GARY C. YOUNG AGENT,1700000,,4/13/19,KENTUCKY,23,,,,10.1,https://www.youtube.com/watch?v=F0QDyBpYCPc
The Gulfstream Sale (2021),3/31/21,182,GRR,C,FROSTED,NICKEL,UNBRIDLED'S SONG,HOBY & LAYNA KIGHT AGENT,WINSTAR FARM LLC,650000,,2/21/19,KENTUCKY,23,,,,21.2,https://www.youtube.com/watch?v=HUmSdXPT7xo
The Gulfstream Sale (2021),3/31/21,183,B,F,NYQUIST,NICK'S HONOR,JUMP START,TOM MCCROCKLIN AGENT III,BREEZE EASY LLC,445000,,2/10/19,NEW YORK,24,,,https://vimeo.com/529126810,21.2,https://www.youtube.com/watch?v=-OGE2HBBFhg
The Gulfstream Sale (2021),3/31/21,184,DKB,C,MALIBU MOON,NOBLE READY,MORE THAN READY,SEQUEL BLOODSTOCK AGENT,LIVE OAK PLANTATION,270000,,4/12/19,KENTUCKY,23,,,https://vimeo.com/514988036,10.2,https://www.youtube.com/watch?v=bfQam2JwFCQ
The Gulfstream Sale (2021),3/31/21,185,GRR,C,LORD NELSON,LOVE TO SCORE,EVEN THE SCORE,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,OUT,0,,3/13/19,KENTUCKY,23,,,https://vimeo.com/521215038,10.4,https://www.youtube.com/watch?v=xbIXyhwoaEM
The Gulfstream Sale (2021),3/31/21,186,B,F,MIDNIGHT STORM,VINTAGE RED,EXPLOSIVE RED,CLASSIC BLOODSTOCK AGENT,OUT,0,,3/21/19,ONTARIO,23,,,https://vimeo.com/529153680,10.4,https://www.youtube.com/watch?v=gJwMYeRoJxg
