SALE TITLE,SESSION,HIP,COLOR,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION
Midlantic Two-Year-Olds in Training (2018),2018-05-21,89,B,C,MALIBU MOON,ASIAN EMPRESS,EMPIRE MAKER,GRASSROOTS TRAINING & SALES LLC,OUT,0,,2016-03-10,KENTUCKY,I,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,90,CH,C,SUPER NINETY NINE,AS LONG AS ITTAKES,SKY CLASSIC,DEANS LIST AGENT,S.R.O.A (KOID),40000,,2016-05-31,MARYLAND,H,,,,11,https://www.youtube.com/watch?v=HLTDZAnZ-os
Midlantic Two-Year-Olds in Training (2018),2018-05-21,91,DKB,F,DECLARATION OF WAR,AUTUMN ASH,TAPIT,WES CARTER AGENT I,NOT SOLD,47000,,2016-04-22,KENTUCKY,E-F,,,,23,https://www.youtube.com/watch?v=H98v7P_qOUM
Midlantic Two-Year-Olds in Training (2018),2018-05-21,92,B,C,FRIESAN FIRE,AVANI FORCE,FORESTRY,GRASSROOTS TRAINING & SALES LLC,GARY YOUNG AGENT FOR MIKE DUBB,210000,,2016-01-26,PENNSYLVANIA,I,,,,10.2,https://www.youtube.com/watch?v=0YkDBx01C8Q
Midlantic Two-Year-Olds in Training (2018),2018-05-21,93,B,C,BODEMEISTER,AWESOME ALEXA,AWESOME AGAIN,EDDIE WOODS AGENT IX,JOSIE GUMP & HARRY HOGLANDER,38000,,2016-01-16,PENNSYLVANIA,J-K,,,,11,https://www.youtube.com/watch?v=KEbEHYafPVY
Midlantic Two-Year-Olds in Training (2018),2018-05-21,94,B,F,SUPER NINETY NINE,BABY LOVE,NOT FOR LOVE,CRANE THOROUGHBRED SERVICES LLC AGENT,OUT,0,,2016-05-10,MARYLAND,D-E,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,95,DKB,C,ORB,BAYOU BRIDE,ORIENTATE,PICK VIEW LLC AGENT,DAVID C HOWARD,6500,,2016-02-19,FLORIDA,H,,,,11.2,https://www.youtube.com/watch?v=Sv9YDHCxksk
Midlantic Two-Year-Olds in Training (2018),2018-05-21,96,B,F,UNION RAGS,BEBINN,BERNARDINI,NIALL BRENNAN STABLES AGENT,BRUCE N. LEVINE,110000,,2016-03-17,KENTUCKY,J,,,,10.4,https://www.youtube.com/watch?v=Hlcvjhnz6Z0
Midlantic Two-Year-Olds in Training (2018),2018-05-21,97,B,C,ASTROLOGY,BELEN,QUIET AMERICAN,JULIE DAVIES LLC AGENT,RUN FOR FUN RACING,5500,,2016-04-22,KENTUCKY,G,,,,11.1,https://www.youtube.com/watch?v=aiEdXH3ddRU
Midlantic Two-Year-Olds in Training (2018),2018-05-21,98,DKB,C,EXCHANGE RATE,BELLA REGINA,A.P. INDY,CRANE THOROUGHBRED SERVICES LLC AGENT,KIMBERLY GRACI,5000,,2016-03-17,NEW YORK,D-E,,,,11,https://www.youtube.com/watch?v=j3JIOJfW5co
Midlantic Two-Year-Olds in Training (2018),2018-05-21,99,B,F,BIRDSTONE,BELLA THE PRINCESS,CHAPEL ROYAL,PAUL SHARP AGENT III,GREY PRICE AGENT FOR RICHARD BALTAS,40000,,2016-05-13,KENTUCKY,F-G,,,,10.3,https://www.youtube.com/watch?v=yIqIYu7wNUE
Midlantic Two-Year-Olds in Training (2018),2018-05-21,100,CH,F,STRONG MANDATE,BELLE DU SUD,CORINTHIAN,GRASSROOTS TRAINING & SALES LLC,NOT SOLD,27000,,2016-02-16,KENTUCKY,I,,,,10.3,https://www.youtube.com/watch?v=B3SDrJlZxV4
Midlantic Two-Year-Olds in Training (2018),2018-05-21,101,DKB,C,YES IT'S TRUE,BELONG TO LASSIE,BELONG TO ME,RICEHORSE STABLES (BRANDON & ALI RICE) AGENT,JOE GRACI,20000,,2016-05-22,KENTUCKY,D-E,,,,10.4,https://www.youtube.com/watch?v=X4u9OwwE4Lo
Midlantic Two-Year-Olds in Training (2018),2018-05-21,102,BLK,F,JUSTIN PHILLIP,BEST BE QUICK,SOUTHERN IMAGE,JAMES LAYDEN AGENT,NOT SOLD,4500,,2016-05-14,NEW YORK,D,,,,11.3,https://www.youtube.com/watch?v=_jdkjJM_CUA
Midlantic Two-Year-Olds in Training (2018),2018-05-21,103,DKB,F,VERRAZANO,BETTARUN FAST,KELLY KIP,WOODFORD THOROUGHBREDS AGENT CXXI,OUT,0,,2016-05-14,KENTUCKY,C,,,,11.1,https://www.youtube.com/watch?v=lDQFHSOJWuo
Midlantic Two-Year-Olds in Training (2018),2018-05-21,104,DKB,F,BELLAMY ROAD,BIEN SUCRE,ENDS WELL,NIALL BRENNAN STABLES AGENT,NOT SOLD,49000,,2016-04-02,KENTUCKY,J,,,,11,https://www.youtube.com/watch?v=s6keEFT8f6g
Midlantic Two-Year-Olds in Training (2018),2018-05-21,105,CH,C,HANSEN,BIROESONATA,INCLUDE,DE MERIC SALES AGENT,KOID,100000,,2016-04-30,KOR,I-J,,,,11.2,https://www.youtube.com/watch?v=GoTZ5tqU4Pg
Midlantic Two-Year-Olds in Training (2018),2018-05-21,106,DKB,F,UNCLE MO,BISBEE'S PROSPECT,SMART STRIKE,DE MERIC SALES AGENT,AUGUSTIN STABLES,300000,,2016-04-28,KENTUCKY,I-J,,,,10.2,https://www.youtube.com/watch?v=Om1fpGMuyNo
Midlantic Two-Year-Olds in Training (2018),2018-05-21,107,GRR,C,MACHO UNO,BLACK LACE,AFLEET ALEX,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT III,OUT,0,,2016-02-18,KENTUCKY,T,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,108,CH,C,VIOLENCE,BLUE BIRD LADY,CONGRATS,SBM TRAINING & SALES AGENT,OUT,0,,2016-02-07,KENTUCKY,K,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,109,CH,C,SPEIGHTSTOWN,BLUEEYESINTHEREIN,MAGNA GRADUATE,TOM MCCROCKLIN AGENT,NOT SOLD,190000,,2016-01-11,KENTUCKY,T,,,,21.4,https://www.youtube.com/watch?v=czKYVuXBDZA
Midlantic Two-Year-Olds in Training (2018),2018-05-21,110,B,F,JIMMY CREED,BLUEGRASS SMILE,BLUEGRASS CAT,TOP LINE SALES LLC AGENT V,SCOTT LAKE AGENT FOR RICHARD MALOUF,30000,,2016-04-05,PENNSYLVANIA,K,,,,10.3,https://www.youtube.com/watch?v=xaAgFGyfvvw
Midlantic Two-Year-Olds in Training (2018),2018-05-21,111,B,G,SUCCESSFUL APPEAL,BLUESTEM MEADOW,MEADOWLAKE,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,SROA (KOID),50000,,2016-04-04,KANSAS,T,,,,10.4,https://www.youtube.com/watch?v=gmVEmXe3wCs
Midlantic Two-Year-Olds in Training (2018),2018-05-21,112,DKB,F,GHOSTZAPPER,BLUMEN,DYNAFORMER,CARY FROMMER AGENT,NOT SOLD,97000,,2016-04-23,KENTUCKY,A-B,,,,10.4,https://www.youtube.com/watch?v=Wp-7n1t_4FI
Midlantic Two-Year-Olds in Training (2018),2018-05-21,114,CH,F,CREATIVE CAUSE,BLUSHING TOUCH,STREET BOSS,DE MERIC SALES AGENT,BSW BLOODSTOCK-LIZ CROW AGENT,75000,,2016-04-08,KENTUCKY,I-J,,,,10.2,https://www.youtube.com/watch?v=NxXNlv6ePFo
Midlantic Two-Year-Olds in Training (2018),2018-05-21,115,DKB,C,BODEMEISTER,BOLD ASSURANCE,STORMY ATLANTIC,PAUL SHARP AGENT XVII,RAJ JAGNANAN,20000,,2016-03-23,KENTUCKY,F-G,,,,11.1,https://www.youtube.com/watch?v=nxAs7_9bK6c
Midlantic Two-Year-Olds in Training (2018),2018-05-21,116,DKB,C,UNCAPTURED,BOO GIRL,GULCH,SBM TRAINING & SALES AGENT,PADONIA RACING LLC,225000,,2016-02-20,FLORIDA,K,,,,10.2,https://www.youtube.com/watch?v=dJ8wCFp1g_U
Midlantic Two-Year-Olds in Training (2018),2018-05-21,117,CH,F,AFLEET ALEX,BOOMANJI,CARSON CITY,RICEHORSE STABLES (BRANDON & ALI RICE) AGENT,KOID,50000,,2016-04-08,KENTUCKY,D-E,,,,10.2,https://www.youtube.com/watch?v=2ypQWSai9aM
Midlantic Two-Year-Olds in Training (2018),2018-05-21,118,B,C,TWIRLING CANDY,BOSTON CAT,HIGH YIELD,DE MERIC SALES AGENT,DENNIS O'NEILL,80000,,2016-03-15,WEST VIRGINIA,I-J,,,,10.4,https://www.youtube.com/watch?v=l8iRzlfIpRE
Midlantic Two-Year-Olds in Training (2018),2018-05-21,119,GRR,F,CAIRO PRINCE,BOURBON AND A KISS,SKY MESA,HARRIS TRAINING CENTER LLC AGENT,OUT,0,,2016-02-10,KENTUCKY,L,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,120,DKB,C,VIOLENCE,BRAVE CAUSE,GIANT'S CAUSEWAY,ALL DREAMS EQUINE AGENT,MEREDITH KRUPP AGENT FOR RIO DEL SOL STABLES,18000,Y,2016-05-11,KENTUCKY,G-H,,,,10.4,https://www.youtube.com/watch?v=ADrfNvlcngQ
Midlantic Two-Year-Olds in Training (2018),2018-05-21,121,B,C,OVERANALYZE,BREAKSHOT,LEMON DROP KID,DE MERIC SALES AGENT,OUT,0,,2016-04-06,KENTUCKY,I-J,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,122,B,F,COURAGEOUS CAT,BRIDESMAID,VALID EXPECTATIONS,R. MARIE FARMS LLC,NOT SOLD,23000,,2016-03-21,NEW YORK,K,,,,10.3,https://www.youtube.com/watch?v=MRLoZtt5e90
Midlantic Two-Year-Olds in Training (2018),2018-05-21,123,BLK,C,FLAT OUT,BRIDGETTE BORDEAUX,MEDAGLIA D'ORO,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,CHARLES J ZACNEY,125000,,2016-02-20,KENTUCKY,T,,,,10.1,https://www.youtube.com/watch?v=HD1gIK7l94Y
Midlantic Two-Year-Olds in Training (2018),2018-05-21,124,B,F,TIZNOW,BRILLIANCY,EXCHANGE RATE,HOPPELS HORSE & CATTLE CO INC AGENT,NOT SOLD,140000,,2016-04-14,PENNSYLVANIA,E,,,,10.2,https://www.youtube.com/watch?v=T0LywSfmW4U
Midlantic Two-Year-Olds in Training (2018),2018-05-21,125,B,C,VERRAZANO,BRILLIANT HUMOR,DISTORTED HUMOR,BRICK CITY THOROUGHBREDS AGENT,OUT,0,,2016-04-05,FLORIDA,F-G,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,126,DKB,C,FED BIZ,BROADWAY HENNESSEY,HENNESSY,BOBBY DODD AGENT,OUT,0,,2016-04-06,NEW YORK,J,,,,10.3,https://www.youtube.com/watch?v=PkpX92MTnT0
Midlantic Two-Year-Olds in Training (2018),2018-05-21,127,CH,C,FED BIZ,BRONZE ROUTE,MUD ROUTE,ALL DREAMS EQUINE AGENT,NOT SOLD,22000,,2016-03-04,KENTUCKY,G-H,,,,10.3,https://www.youtube.com/watch?v=ZOdAQpo9nGc
Midlantic Two-Year-Olds in Training (2018),2018-05-21,128,B,C,VIOLENCE,BRUSHED HALORY,BROAD BRUSH,KIM HARRISON (TOP SPEED FARM) AGENT,OUT,0,,2016-04-22,FLORIDA,L,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,129,B,F,THE FACTOR,CANDY D'ORO,JOHANNESBURG,CRUPI'S NEW CASTLE FARM AGENT,OUT,0,,2016-03-20,NEW YORK,I,,,,10.4,https://www.youtube.com/watch?v=llujzkK_Qzg
Midlantic Two-Year-Olds in Training (2018),2018-05-21,130,B,C,AWESOME AGAIN,CAN'T BLUFF ME,PINE BLUFF,NIALL BRENNAN STABLES AGENT,SEAN S. PERL AGENT,15000,,2016-04-15,NEW YORK,J,,,,11.1,https://www.youtube.com/watch?v=QNDJ0WsncxA
Midlantic Two-Year-Olds in Training (2018),2018-05-21,131,B,C,HONORABLE DILLON,CARIBE D'ORO,MEDAGLIA D'ORO,TOP LINE SALES LLC AGENT X,OUT,0,,2016-04-19,NEW YORK,K,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,132,B,F,CENTRAL BANKER,CARLY LEE,BROAD BRUSH,C & C STABLES LLC AGENT,NOT SOLD,19000,,2016-04-22,NEW YORK,J,,,,22.4,https://www.youtube.com/watch?v=y2coTdLbHUw
Midlantic Two-Year-Olds in Training (2018),2018-05-21,133,DKB,C,MUCHO MACHO MAN,CAROLINA SUNRISE,AWESOME AGAIN,TOP LINE SALES LLC AGENT VI,LOLITA SHIVMANGEL,40000,,2016-02-12,KENTUCKY,K,,,,23,https://www.youtube.com/watch?v=yEJTl5jJZCQ
Midlantic Two-Year-Olds in Training (2018),2018-05-21,134,B,G,ANIMAL KINGDOM,CATBIRD SEAT,BLUEGRASS CAT,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VIII,OUT,0,,2016-02-07,KENTUCKY,T,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,135,B,F,ANIMAL KINGDOM,CATCH THE MOMENT,UNBRIDLED,NIALL BRENNAN STABLES AGENT,OUT,0,,2016-02-22,KENTUCKY,J,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,136,B,C,FROST GIANT,CATCHUP IF YOU CAN,BERNSTEIN,JULIE DAVIES LLC AGENT,HENRY J STEADMAN,15000,,2016-05-24,NEW YORK,G,,,,10.3,https://www.youtube.com/watch?v=NF_OQemuuWo
Midlantic Two-Year-Olds in Training (2018),2018-05-21,137,B,F,INTO MISCHIEF,CAVAN THUNDER,JUMP START,BRICK CITY THOROUGHBREDS AGENT,OUT,0,,2016-01-29,MARYLAND,F-G,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,138,B,F,CURLIN,CAYMAN STYLE,SCAT DADDY,CRUPI'S NEW CASTLE FARM AGENT,ST. ELIAS,60000,,2016-04-25,NEW YORK,I,,,,11,https://www.youtube.com/watch?v=njiT3v6H3cU
Midlantic Two-Year-Olds in Training (2018),2018-05-21,139,GRR,C,CAIRO PRINCE,CENTRAL MOVES,PICO CENTRAL (BRZ),DE MERIC SALES AGENT,OUT,0,,2016-02-17,KENTUCKY,I-J,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,140,DKB,C,SUPER NINETY NINE,CHAPENA,FUSAICHI PEGASUS,DEANS LIST AGENT,CALUMET FARM,43000,,2016-05-20,MARYLAND,H,,,,10.4,https://www.youtube.com/watch?v=3rKCyVCrW-g
Midlantic Two-Year-Olds in Training (2018),2018-05-21,141,B,C,SHACKLEFORD,CHARISMATIC NURSE,CHARISMATIC,GRASSROOTS TRAINING & SALES LLC,NOT SOLD,19000,,2016-03-18,MARYLAND,I,,,,11.1,https://www.youtube.com/watch?v=FLe3Dhh6YnE
Midlantic Two-Year-Olds in Training (2018),2018-05-21,142,DKB,C,FED BIZ,CHARLIE PAPA,INDIAN CHARLIE,ROD MCVEY,KOID,100000,,2016-05-03,KENTUCKY,I,,,,10.2,https://www.youtube.com/watch?v=30HGHFPI0d0
Midlantic Two-Year-Olds in Training (2018),2018-05-21,143,DKB,C,QUALITY ROAD,CHARMING TALE,KINGMAMBO,MCKATHAN BROS. AGENT,OUT,0,,2016-02-20,KENTUCKY,J-K,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,144,GRR,F,TRITAP,CHEERS DARLING,CUVEE,CARY FROMMER AGENT,VALTER M RAMOS,50000,,2016-03-21,MARYLAND,A-B,,,,10.1,https://www.youtube.com/watch?v=TX3tiEiBpS0
Midlantic Two-Year-Olds in Training (2018),2018-05-21,145,B,C,ATREIDES,CHERRY ROYALE,CONSOLIDATOR,ALL IN SALES AGENT,KOID,15000,,2016-04-22,KENTUCKY,K,,,,11,https://www.youtube.com/watch?v=mG0qInqWVhM
Midlantic Two-Year-Olds in Training (2018),2018-05-21,146,B,C,MACLEAN'S MUSIC,CHEYENNE AUTUMN,INDIAN CHARLIE,SCANLON TRAINING & SALES AGENT X,STEVEN W YOUNG AGENT,300000,,2016-03-30,KENTUCKY,T,,,,10.1,https://www.youtube.com/watch?v=OUFmTQO-T1M
Midlantic Two-Year-Olds in Training (2018),2018-05-21,147,GRR,C,LIAISON,CHIPANAPUTT,UNBRIDLED'S SONG,CLASSIC BLOODSTOCK AGENT III,TOP HAT THOROUGHBREDS,12000,,2016-03-07,KENTUCKY,A-B,,,,23.1,https://www.youtube.com/watch?v=uNKfbD6DeZU
Midlantic Two-Year-Olds in Training (2018),2018-05-21,148,DKB,F,WILL TAKE CHARGE,CHOICE PEARL,ANY GIVEN SATURDAY,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT,LINDA RICE AGENT,150000,,2016-04-23,NEW YORK,T,,,,10.4,https://www.youtube.com/watch?v=aXVl5MXDkns
Midlantic Two-Year-Olds in Training (2018),2018-05-21,149,B,F,QUALITY ROAD,CHOO CHOO LADY,GIANT'S CAUSEWAY,HOPPELS HORSE & CATTLE CO INC AGENT,RAGS RACING STABLE LLC,75000,,2016-05-09,KENTUCKY,E,,,,10.2,https://www.youtube.com/watch?v=UHv2in2cg10
Midlantic Two-Year-Olds in Training (2018),2018-05-21,150,B,F,QUALITY ROAD,CHRISTMAS LASS,LEMON DROP KID,EDDIE WOODS AGENT LXXVII,OUT,0,,2016-02-29,KENTUCKY,J-K,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,151,B,F,VIOLENCE,CITIZEN EMMA,PROUD CITIZEN,ALL IN SALES AGENT,MICHAEL J TROMBETTA,22000,,2016-01-06,KENTUCKY,K,,,,10.4,https://www.youtube.com/watch?v=5c5kz1Qpj7c
Midlantic Two-Year-Olds in Training (2018),2018-05-21,152,B,F,UNCLE MO,CLAIRE'S SONG,UNBRIDLED'S SONG,SEQUEL BLOODSTOCK AGENT,MIKE RYAN AGENT,250000,,2016-03-30,VIRGINIA,C,,,,10.1,https://www.youtube.com/watch?v=iTFu4KQRnek
Midlantic Two-Year-Olds in Training (2018),2018-05-21,153,DKB,F,AWESOME PATRIOT,CLEVER BUDDHA,BUDDHA,RANDY MILES AGENT,GEORGE P MAHONEY JR,10000,,2016-04-25,MARYLAND,B-C,,,,11,https://www.youtube.com/watch?v=rJx7hYPOG3s
Midlantic Two-Year-Olds in Training (2018),2018-05-21,154,DKB,C,UNCLE MO,CLOSING MOVE,BERNARDINI,PAUL SHARP AGENT IX,OUT,0,,2016-03-19,KENTUCKY,F-G,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,155,DKB,F,UNCLE MO,COBBLER'S REEF,A.P. INDY,SBM TRAINING & SALES AGENT,OUT,0,,2016-05-05,KENTUCKY,K,,,,10.4,https://www.youtube.com/watch?v=F4quqCYFks4
Midlantic Two-Year-Olds in Training (2018),2018-05-21,156,B,F,TAPIZAR,COGNAC KITTY,HENNESSY,DESERT THOROUGHBRED LLC,NOT SOLD,39000,,2016-04-04,KENTUCKY,D,,,,11,https://www.youtube.com/watch?v=k8GiJcBU_yc
Midlantic Two-Year-Olds in Training (2018),2018-05-21,157,B,C,LEMON DROP KID,COLINA VERDE (BRZ),KNOW HEIGHTS (IRE),RANDY MILES AGENT,OUT,0,,2016-02-12,KENTUCKY,B-C,,,,10.3,https://www.youtube.com/watch?v=FZuTEWsK0yU
Midlantic Two-Year-Olds in Training (2018),2018-05-21,158,CH,C,AFLEET ALEX,COULEE,VICAR,WES CARTER AGENT III,DAVID MEAH AGENT,75000,,2016-05-09,KENTUCKY,E-F,,,,22.2,https://www.youtube.com/watch?v=Y0k2I9_ucHo
Midlantic Two-Year-Olds in Training (2018),2018-05-21,159,CH,F,POWER BROKER,COUNTRY AGAIN,AWESOME AGAIN,PELICAN STATE THOROUGHBREDS AGENT,SROA (KOID),30000,,2016-04-11,NEW YORK,F,,,,10.3,https://www.youtube.com/watch?v=KgJ3D76aRdI
Midlantic Two-Year-Olds in Training (2018),2018-05-21,160,B,C,OVERANALYZE,CRAFTY RUTH,CRAFTY FRIEND,BOBBY DODD AGENT,KARMAC STABLES LLC,22000,,2016-02-03,KENTUCKY,J,,,,22.2,https://www.youtube.com/watch?v=fbo__XIyhLg
Midlantic Two-Year-Olds in Training (2018),2018-05-21,161,CH,F,VIOLENCE,CRAFTY SARAH,CRAFTY FRIEND,CRUPI'S NEW CASTLE FARM AGENT,OUT,0,,2016-05-08,PENNSYLVANIA,I,,,,10.4,https://www.youtube.com/watch?v=F4RILRK6xPE
Midlantic Two-Year-Olds in Training (2018),2018-05-21,162,GRR,C,OLD FASHIONED,CRAFTY TOAST,CRAFTY PROSPECTOR,SCANLON TRAINING & SALES AGENT IV,OUT,0,,2016-04-22,MARYLAND,T,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,163,CH,C,CITY ZIP,CRAZY LUCKY,HENNY HUGHES,DE MERIC SALES AGENT,OUT,0,,2016-01-22,KENTUCKY,I-J,,,,10.3,https://www.youtube.com/watch?v=8DFu4qaIU7A
Midlantic Two-Year-Olds in Training (2018),2018-05-21,164,B,C,MAJESTICPERFECTION,CREAMINYOURCOFFEE,ORIENTATE,ALL IN SALES AGENT,DAVID C HOWARD,9000,,2016-03-30,KENTUCKY,K,,,,10.3,https://www.youtube.com/watch?v=lRKaB7SXUwQ
Midlantic Two-Year-Olds in Training (2018),2018-05-21,165,CH,C,FREUD,CUELLO DE LUNA,CHEROKEE RUN,BOBBY DODD AGENT,I HOPE WE GET LUCKY,110000,,2016-01-26,NEW YORK,J,,,,10.3,https://www.youtube.com/watch?v=NUTS9MSphYo
Midlantic Two-Year-Olds in Training (2018),2018-05-21,166,CH,C,WILL TAKE CHARGE,CULOTTE,SKY MESA,PAUL SHARP AGENT XVI,MICHAEL MAKER,190000,,2016-04-23,KENTUCKY,F-G,,,,10.2,https://www.youtube.com/watch?v=ZwFBHNMnY8E
Midlantic Two-Year-Olds in Training (2018),2018-05-21,167,DKB,C,ORB,CURRENCY GAINS,HIGH COTTON,CRUPI'S NEW CASTLE FARM AGENT,OUT,0,,2016-04-03,KENTUCKY,I,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,168,DKB,C,WROTE (IRE),DADDY'S FAVORITE,FAVORITE TRICK,GRASSROOTS TRAINING & SALES LLC AGENT,NOT SOLD,19000,,2016-04-12,FLORIDA,I,,,,10.2,https://www.youtube.com/watch?v=AImuTjA75gg
Midlantic Two-Year-Olds in Training (2018),2018-05-21,169,B,F,DISCREET CAT,DADS SHOOTING STAR,UNBRIDLED'S SONG,RICEHORSE STABLES (BRANDON & ALI RICE) AGENT,OUT,0,,2016-02-24,KENTUCKY,D-E,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,170,DKB,F,MEDAGLIA D'ORO,DAMSAH,MR. GREELEY,MCKATHAN BROS. AGENT,OUT,0,,2016-01-30,KENTUCKY,J-K,,,,11,https://www.youtube.com/watch?v=6Qez0YP6NGE
Midlantic Two-Year-Olds in Training (2018),2018-05-21,171,B,C,GIROLAMO,DANCINGINTHESTREET,STREET BOSS,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VII,NOT SOLD,49000,,2016-01-21,PENNSYLVANIA,T,,,,22.1,https://www.youtube.com/watch?v=89_C31fGEks
Midlantic Two-Year-Olds in Training (2018),2018-05-21,172,B,C,HARD SPUN,DANCING RAVEN,TOMAHAWK,MCKATHAN BROS. AGENT,OUT,0,,2016-03-03,KENTUCKY,J-K,,,,,
Midlantic Two-Year-Olds in Training (2018),2018-05-21,173,B,C,YES IT'S TRUE,DATTTCATSGOTRHYTHM,TALE OF THE CAT,HARTLEY/DE RENZO THOROUGHBREDS AGENT,KOID,40000,,2016-05-07,NEW YORK,A,,,,11,https://www.youtube.com/watch?v=K0g5_BrkX2Y
Midlantic Two-Year-Olds in Training (2018),2018-05-21,174,CH,C,GRAYDAR,DAWNIE MACHO,MACHO UNO,KINGS EQUINE AGENT,ZILLA RACING ORACLE BLSK AGT,60000,,2016-03-24,NEW YORK,T,,,,10.3,https://www.youtube.com/watch?v=Pqg03nexhzk
Midlantic Two-Year-Olds in Training (2018),2018-05-21,175,CH,F,MUCHO MACHO MAN,DELICATE AFFAIR,LANGFUHR,PIKE RACING AGENT,DONNIE K. VON HEMEL AGENT,55000,,2016-04-26,VIRGINIA,B,,,,10.4,https://www.youtube.com/watch?v=0TqvqYe3XBQ
Midlantic Two-Year-Olds in Training (2018),2018-05-21,176,DKB,F,FLAT OUT,DELTA HOLIDAY,HARLAN'S HOLIDAY,PAUL SHARP AGENT VIII,NOT SOLD,34000,,2016-03-02,KENTUCKY,F-G,,,,10.4,https://www.youtube.com/watch?v=ddQEXLjVLgE
Midlantic Two-Year-Olds in Training (2018),2018-05-21,177,B,C,HARD SPUN,DENOMINATION,SMART STRIKE,KIRKWOOD STABLES AGENT V,NOT SOLD,39000,,2016-05-08,KENTUCKY,C-D,,,,23.1,https://www.youtube.com/watch?v=b9RHJrN-PAI
Midlantic Two-Year-Olds in Training (2018),2018-05-21,178,GRR,F,UNCLE MO,DENOTATION,PIONEEROF THE NILE,PIKE RACING AGENT,OUT,0,,2016-04-01,KENTUCKY,B,,,,22.1,https://www.youtube.com/watch?v=vyRtDPEl8Uw
Midlantic Two-Year-Olds in Training (2018),2018-05-21,179,CH,F,SUPER NINETY NINE,DESPINAS DESIRE,BADGE OF SILVER,ALL IN SALES AGENT,TRACY MAKIN,22000,,2016-05-03,MARYLAND,K,,,,10.3,https://www.youtube.com/watch?v=8fOdgHti6rA
Midlantic Two-Year-Olds in Training (2018),2018-05-21,180,DKB,F,TAPIZAR,DEVIOUS CHIC,HARLAN'S HOLIDAY,PARRISH FARMS AGENT,SCOTT LAKEAGT HOMETEAM STABLE,20000,,2016-05-02,KENTUCKY,L,,,,11,https://www.youtube.com/watch?v=HOM2WhmWYzg
Midlantic Two-Year-Olds in Training (2018),2018-05-21,181,B,C,INTO MISCHIEF,DIAMOND FANCY FREE,CHEROKEE RUN,HARTLEY/DE RENZO THOROUGHBREDS AGENT,OUT,0,,2016-02-17,KENTUCKY,A,,,,10.1,https://www.youtube.com/watch?v=Z06DJ9dhVAA
Midlantic Two-Year-Olds in Training (2018),2018-05-21,182,B,C,DISTORTED HUMOR,DIAMONDS FOR LIL,SUMMER SQUALL,CRUPI'S NEW CASTLE FARM AGENT,MCMAHON & HILL BLOODSTOCK AGT,215000,,2016-04-07,KENTUCKY,I,,,,10.2,https://www.youtube.com/watch?v=TsnHQPKBNUY
Midlantic Two-Year-Olds in Training (2018),2018-05-21,183,B,F,BIG BROWN,DIAPHANOUS,UNBRIDLED,CRUPI'S NEW CASTLE FARM AGENT,CHOCTAW RACING,125000,,2016-03-15,NEW YORK,I,,,,10.3,https://www.youtube.com/watch?v=pOsrMaCirws
Midlantic Two-Year-Olds in Training (2018),2018-05-21,184,GRR,F,CAIRO PRINCE,DISCREET WOMAN,DISCREET CAT,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,BIG D STABLE,30000,,2016-03-18,NEW YORK,T,,,,22.3,https://www.youtube.com/watch?v=S1zDR-5vvzU
Midlantic Two-Year-Olds in Training (2018),2018-05-21,185,DKB,F,SHACKLEFORD,DISTINCTIVE FLAG,DISTINCTIVE PRO,NIALL BRENNAN STABLES AGENT,RANDI PERSAUD,6500,,2016-05-09,NEW YORK,J,,,,11.3,https://www.youtube.com/watch?v=aeQikiWguNI
