SALE TITLE,SESSION,HIP,COLOR,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,86,B,C,SMILING TIGER,LORELEI'S SONG,UNBRIDLED'S SONG,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,03/23/2017,CALIFORNIA,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,87,B,F,SMILING TIGER,LOTTAWAMPUM,INDIAN CHARLIE,HAVENS BLOODSTOCK AGENCY INC. AGENT,TOM BELL,29000,,02/08/2017,CALIFORNIA,B&C,,,,12,https://www.youtube.com/watch?v=dF2WnQxONMw
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,88,CH,C,AMERICAN PHAROAH,LOUDLY,WAR FRONT,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT FOR BLUE CHIP THOROUGHBREDS,JEFF BONDE AGENT,175000,,03/06/2017,KENTUCKY,C&D,,,,10.3,https://www.youtube.com/watch?v=iivuz2xJ9qk
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,89,DKB,C,EMPIRE WAY,LOVE DARE,OSIDY,LOVACRES RANCH AGENT,SAUL CARRILLO,10000,,03/23/2017,CALIFORNIA,A,,,,11.2,https://www.youtube.com/watch?v=fcKQBNfmGoE
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,90,GR,C,DESERT CODE,LUJIEN LUJIEN,COZZENE,MCCARTHY BLOODSTOCK AGENT,NOT SOLD,19000,,03/18/2017,CALIFORNIA,C&D,,,,11.2,https://www.youtube.com/watch?v=1LhAYELiom0
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,91,CH,F,SQUARE EDDIE,LYLA DELLA,ECCLESIASTIC,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT,DANIEL PREISS,30000,,04/30/2017,CALIFORNIA,C&D,,,,11.4,https://www.youtube.com/watch?v=BqdvKViO_KQ
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,92,DKB,F,INFORMED,MAGGIE'S SECRET,SEA OF SECRETS,LOVACRES RANCH AGENT,JORGE PERIBAW,1000,,04/12/2017,CALIFORNIA,A,,,,G,https://www.youtube.com/watch?v=ZFD4yRcy17w
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,93,GRR,F,MALIBU MOON,MAHEE,UNBRIDLED'S SONG,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,03/27/2017,KENTUCKY,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,94,B,C,INFORMED,MAXNMACY,MONARCHOS,HAVENS BLOODSTOCK AGENCY INC. AGENT FOR GLENN SORGENSTEIN,MARCELO POLANCO,5000,,03/04/2017,CALIFORNIA,B&C,,,,12.3,https://www.youtube.com/watch?v=6gPJVeRpyfc
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,95,B,F,ELUSIVE QUALITY,MELANIE WILKES,HARD SPUN,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT FOR BLUE CHIP THOROUGHBREDS,OUT,0,,02/18/2017,NEW MEXICO,C&D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,96,DKB,F,IDIOT PROOF,MIDNIGHT MARGARITA,SLEWDLEDO,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,03/19/2017,CALIFORNIA,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,97,CH,F,GERVINHO,MILLIGAN,LINE OF DAVID,MCCARTHY BLOODSTOCK AGENT,JOE HERRICK,47000,,03/14/2017,CALIFORNIA,C&D,,,,23.2,https://www.youtube.com/watch?v=8vKIv_brsr0
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,98,B,C,BODEMEISTER,MISS DA POINT,STRONG CONTENDER,STEPHENS THOROUGHBREDS LLC AGENT II,SAND RIDGE STABLE,120000,,04/15/2017,KENTUCKY,B,,,,11,https://www.youtube.com/watch?v=R7P-26iyxKk
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,99,CH,C,COMMISSIONER,MISSING TREASURE,OUT OF PLACE,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT VI,LEGACY RANCH INC.,62500,Y,03/31/2017,KENTUCKY,A&B,,,,10.2,https://www.youtube.com/watch?v=wlsiNYKm3UU
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,100,CH,C,TONALIST,MISS PAULINE,CAT THIEF,TOM MCCROCKLIN AGENT,OUT,0,,03/13/2017,MARYLAND,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,101,CH,C,TAPIZAR,MOUJANE,ALPHABET SOUP,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT III,NOT SOLD,27000,,04/10/2017,KENTUCKY,A&B,,,,G,https://www.youtube.com/watch?v=fx-FphFtlsc
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,102,B,C,JACK MILTON,MY KITTY,CATIENUS,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT VIII,MIKE RAKIS,21000,,03/24/2017,KENTUCKY,A&B,,,,11.1,https://www.youtube.com/watch?v=Yk-0ZjEoweo
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,103,B,C,MARK VALESKI,NAUGHTY LADY,DIVINE PARK,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT VIII,OUT,0,,01/27/2017,KENTUCKY,A&B,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,104,CH,F,WILL TAKE CHARGE,NIGHT DRIVE,BERNARDINI,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT,NOT SOLD,37000,,05/13/2017,KENTUCKY,C&D,,,,11,https://www.youtube.com/watch?v=U-x0ZjiDxlI
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,105,DKB,C,CAIRO PRINCE,NORTHERN NETTI,CITY ZIP,STEPHENS THOROUGHBREDS LLC AGENT I,HECTOR PALMA,20000,,03/28/2017,KENTUCKY,B,,,,11.2,https://www.youtube.com/watch?v=mY-OZlPYROQ
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,106,B,C,SECRET CIRCLE,NOT AFFILIATED,TALE OF THE CAT,TOM MCCROCKLIN AGENT,OUT,0,,03/20/2017,FLORIDA,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,107,CH,C,FED BIZ,NO TUNES,SONGANDAPRAYER,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT FOR BLUE CHIP THOROUGHBREDS,RAFAEL DE LEON,3000,,04/16/2017,CALIFORNIA,C&D,,,,G,https://www.youtube.com/watch?v=Y1JzSVVABOg
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,108,B,F,GERVINHO,ONIDA (IRE),NOVERRE,MCCARTHY BLOODSTOCK AGENT,NOT SOLD,68000,,05/04/2017,CALIFORNIA,C&D,,,,23,https://www.youtube.com/watch?v=-tgu07LNqiA
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,109,DKB,C,COMPETITIVE EDGE,PHANIE SLAM,GRAND SLAM,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,05/01/2017,CALIFORNIA,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,110,CH,F,PALACE,HONEST CAUSE,GIANT'S CAUSEWAY,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT FOR BLUE CHIP THOROUGHBREDS,OUT,0,,02/02/2017,KENTUCKY,C&D,,,,11.1,https://www.youtube.com/watch?v=_BmaZK8g_Cg
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,111,B,C,HAMPTON COURT (AUS),PHU CAT,TABASCO CAT,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT VIII,NOT SOLD,12000,,02/04/2017,KENTUCKY,A&B,,,,G,https://www.youtube.com/watch?v=NFDwv4tZTy0
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,112,DKB,F,ARTIE SCHILLER,PRINCESS PEGASUS,FUSAICHI PEGASUS,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT IX,OUT,0,,02/10/2017,CALIFORNIA,A&B,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,113,B,F,FAST ANNA,PRINCESS ROCKET,CURLIN,TOM MCCROCKLIN AGENT,OUT,0,,04/06/2017,LOUISIANA,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,114,DKB,F,PALACE MALICE,PROM TIME,TALE OF THE CAT,MCCARTHY BLOODSTOCK AGENT,OUT,0,,02/02/2017,CALIFORNIA,C&D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,115,DKB,F,VERRAZANO,PROUDLY WE HAIL,MALIBU MOON,BENCHMARK TRAINING CENTER INC. AGENT,SUPER HORSE INC. DAN HENDRICKS AGENT,60000,,05/02/2017,KENTUCKY,A&B,,,,10.4,https://www.youtube.com/watch?v=09H9lcZ7C1k
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,116,B,F,SQUARE EDDIE,PUFF PASTRY,MOMENTUM,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT,MARK GLATT AGENT,52000,,04/20/2017,CALIFORNIA,C&D,,,,11.3,https://www.youtube.com/watch?v=gzyWSPtz48Q
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,117,GRR,F,AMERICAN PHAROAH,PULSATING,PULPIT,TOM MCCROCKLIN AGENT,OUT,0,,02/05/2017,FLORIDA,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,118,B,F,CARPE DIEM,QUAY,TAPIT,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,04/02/2017,KENTUCKY,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,119,B,F,GOLDENCENTS,QUEEN OF ARTS,EL CORREDOR,LOVACRES RANCH AGENT,STEVE KNAPP,30000,,02/11/2017,CALIFORNIA,A,,,,23,https://www.youtube.com/watch?v=5GM_iDJzJN0
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,120,CH,C,MALIBU MOON,RETROESQUE,RED RANSOM,KINGS EQUINE AGENT,NOT SOLD,34000,,04/09/2017,KENTUCKY,C,,,,11.2,https://www.youtube.com/watch?v=qlQcFOAPIbU
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,121,B,F,INTO MISCHIEF,RHINESHARK,FUSAICHI PEGASUS,KINGS EQUINE AGENT,HARRIS FARMS,55000,,04/05/2017,KENTUCKY,C,,,,11,https://www.youtube.com/watch?v=wlz5bCC-gVE
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,122,B,F,STRONG MANDATE,RING TRUE,IS IT TRUE,MCCARTHY BLOODSTOCK AGENT,J KIRK & JUDY ROBISON,60000,,02/23/2017,CALIFORNIA,C&D,,,,22.3,https://www.youtube.com/watch?v=sNC17nqiMHg
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,123,DKB,F,AWESOME AGAIN,RIVERTOWN BELLE,BELLAMY ROAD,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,03/20/2017,KENTUCKY,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,124,B,F,BLAME,ROMAN INVADER,ROMAN RULER,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT,CICERO FARMS LLC,25000,,05/04/2017,KENTUCKY,C&D,,,,11.2,https://www.youtube.com/watch?v=6oVwQTWafhA
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,125,DKB,C,VERRAZANO,SAILING TIME,UNBRIDLED TIME,TOM MCCROCKLIN AGENT,OUT,0,,05/07/2017,KENTUCKY,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,126,B,F,RUN AWAY AND HIDE,SEAMLESS,ARCH,TOM MCCROCKLIN AGENT,DANIEL PREISS,10000,,04/26/2017,KENTUCKY,D,,,,11.3,https://www.youtube.com/watch?v=PiR2UVtn5Lg
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,127,DKB,F,UNION RAGS,SEEKING SIMPLICITY,SEEKING THE GOLD,EXCEL BLOODSTOCK (BRUNO DEBERDT) AGENT,LEGACY RANCH,160000,,04/24/2017,KENTUCKY,D,,,,10.2,https://www.youtube.com/watch?v=icUrvrff22Q
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,128,B,F,GOLDENCENTS,SHADIA,DISTORTED HUMOR,DYNAMIC SALES PREP AGENT,SHEA STUART,5000,,04/13/2017,TEXAS,B,,,,G,https://www.youtube.com/watch?v=gj2LCypBgzA
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,129,DKB,F,VERRAZANO,SHAWNEE MOON,FORESTRY,TOM MCCROCKLIN AGENT,HECTOR PALMA,42000,,05/14/2017,KENTUCKY,D,,,,11.1,https://www.youtube.com/watch?v=_DUYnJ1R720
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,130,B,C,UNION RAGS,SILVER PAYDAY,FUSAICHI PEGASUS,KINGS EQUINE AGENT,SLAM DUNK RACING,75000,,04/13/2017,KENTUCKY,C,,,,10.3,https://www.youtube.com/watch?v=8uoRAPjWokQ
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,131,CH,F,LUCKY PULPIT,SIOUX ZEN,TIZNOW,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,03/18/2017,CALIFORNIA,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,132,B,F,SMILING TIGER,SIXY EXCESS,IN EXCESS (IRE),TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT II,ALEX WONG,40000,,03/24/2017,CALIFORNIA,A&B,,,,10.3,https://www.youtube.com/watch?v=XWHmfmeUfOw
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,133,B,F,STRONG MANDATE,SKY FRAULEIN,SKY MESA,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT FOR DAN NORTHRUP,NOT SOLD,23000,,04/21/2017,KENTUCKY,A&B,,,,10.4,https://www.youtube.com/watch?v=EeSI9nXBj1k
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,134,CH,C,FAST ANNA,SOLAR SOLSTICE,BLAME,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT VIII,HARRIS FARMS,1500,,04/08/2017,KENTUCKY,A&B,,,,G,https://www.youtube.com/watch?v=1AY_D9lcRVM
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,135,DKB,F,MACLEAN'S MUSIC,SPINNING LOOKS,HARD SPUN,TOM MCCROCKLIN AGENT,OUT,0,,02/28/2017,PENNSYLVANIA,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,136,B,C,DATA LINK,SQUEAL,TIZNOW,BENCHMARK TRAINING CENTER INC. AGENT,OUT,0,,02/02/2017,KENTUCKY,A&B,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,137,B,F,GERVINHO,SRI'S RED,REDATTORE (BRZ),TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT VIII,OUT,0,,02/24/2017,CALIFORNIA,A&B,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,138,B,F,TIZNOW,STOMPING,DIXIELAND BAND,EXCEL BLOODSTOCK (BRUNO DEBERDT) AGENT,NOT SOLD,147000,,04/14/2017,KENTUCKY,D,,,,23,https://www.youtube.com/watch?v=ft6sC7dIviY
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,139,CH,F,AMERICAN PHAROAH,STOPSHOPPINGDEBBIE,CURLIN,KINGS EQUINE AGENT,OUT,0,,02/14/2017,KENTUCKY,C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,140,CH,C,GOLDEN TICKET,STORM SPELL,UNBRIDLED'S SONG,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT FOR BLUE CHIP THOROUGHBREDS,JANET LYONS BRIAN KOVINE AGT,70000,,04/06/2017,NEW YORK,D,,,,G,https://www.youtube.com/watch?v=ZZq4LDA2XPA
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,141,DKB,F,HARD SPUN,SURE PEG,ARCH,HAVENS BLOODSTOCK AGENCY INC. AGENT,NOT SOLD,30000,,05/04/2017,KENTUCKY,B&C,,,,12,https://www.youtube.com/watch?v=5WLgIya_DUw
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,142,B,F,ENGLISH CHANNEL,SWEET DREAMER,TIZNOW,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT,MARETTE FARRELL AGENT FOR ALIFYFE RACING,60000,,05/08/2017,KENTUCKY,C&D,,,,11.1,https://www.youtube.com/watch?v=fK-IzLWeFjU
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,143,GRR,F,CREATIVE CAUSE,SWISS PERFECTION,SWISS YODELER,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT FOR BLUE CHIP THOROUGHBREDS,LIVE FAST RACING,45000,,02/19/2017,CALIFORNIA,C&D,,,,11,https://www.youtube.com/watch?v=pPGc_ga8hpM
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,144,DKB,C,EMPIRE WAY,SWISS WILD CAT,MINISTERS WILD CAT,HAVENS BLOODSTOCK AGENCY INC. AGENT,NOT SOLD,7000,,04/21/2017,CALIFORNIA,B&C,,,,11.3,https://www.youtube.com/watch?v=CdDx7i9b6IE
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,145,CH,C,PALACE MALICE,TALE OF GLORY,TALE OF THE CAT,TOM MCCROCKLIN AGENT,OUT,0,,01/28/2017,KENTUCKY,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,146,CH,C,LEMON DROP KID,TANDA,SWEETSOUTHERNSAINT,TOM MCCROCKLIN AGENT,OUT,0,,05/05/2017,KENTUCKY,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,147,CH,G,CLUBHOUSE RIDE,TEAM DECISION,HUDDLE UP,MCCARTHY BLOODSTOCK AGENT,WEST POINT THOROUGHBREDS / HOLLENDORFER,95000,,02/17/2017,CALIFORNIA,C&D,,,,22,https://www.youtube.com/watch?v=HOJNAHds9sA
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,149,DKB,C,CROSS TRAFFIC,TERMITE,MARIA'S MON,HAVENS BLOODSTOCK AGENCY INC. AGENT,NOT SOLD,42000,,03/03/2017,CALIFORNIA,B&C,,,,11.2,https://www.youtube.com/watch?v=kJpqrjaJwS4
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,150,DKB,C,TWIRLING CANDY,THE CLASSICSHOPPER,REGAL CLASSIC,TOM MCCROCKLIN AGENT,OUT,0,,04/19/2017,LOUISIANA,D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,151,B,F,AFLEET ALEX,THUNDERING GALE,THUNDERELLO,TOM MCCROCKLIN AGENT,ANTONIO MOJARRO,4500,,04/15/2017,KENTUCKY,D,,,,11.3,https://www.youtube.com/watch?v=V2EwL7I8Zv0
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,152,GRR,F,OXBOW,TIPPY TAPIT,TAPIT,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT,HECTOR PALMA,29000,,04/04/2017,KENTUCKY,C&D,,,,11.1,https://www.youtube.com/watch?v=kxjOgoGoGnA
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,153,B,C,ANIMAL KINGDOM,TOURISM,SEEKING THE GOLD,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT FOR BLUE CHIP THOROUGHBREDS,R & K RACING,12000,,02/20/2017,NEW MEXICO,D,,,,G,https://www.youtube.com/watch?v=qZ0i32afKmM
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,154,B,C,HARD SPUN,TRES DREAM,CHESTER HOUSE,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,04/18/2017,KENTUCKY,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,155,DKB,C,CALIMONCO,TRIBAL GEM,TRIBAL RULE,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT VI,OUT,0,,03/07/2017,CALIFORNIA,A&B,,,,,https://www.youtube.com/watch?v=AJ5IA0K4kV8
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,156,B,F,PADDY O'PRADO,TRUE CHICK,YES IT'S TRUE,MCCARTHY BLOODSTOCK AGENT,ANTONIO MOJARRO,14000,,03/02/2017,KENTUCKY,C&D,,,,11.1,https://www.youtube.com/watch?v=2beynrdy2g4
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,157,B,C,SMILING TIGER,TUSCAN SUNSET,TRIPPI,HAVENS BLOODSTOCK AGENCY INC. AGENT,OUT,0,,05/07/2017,CALIFORNIA,B&C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,158,B,C,TEMPLE CITY,UFORIA,ZILZAL,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT VIII,OUT,0,,04/03/2017,KENTUCKY,A&B,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,159,B,F,CLUBHOUSE RIDE,VALLEY STORM,MOSCOW BALLET,MCCARTHY BLOODSTOCK AGENT,O J JAUREGUI,50000,,04/02/2017,CALIFORNIA,C&D,,,,22.3,https://www.youtube.com/watch?v=jfsdLPaWovI
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,160,DKB,C,ASTROLOGY,VEGAS PROSPECTOR,CRAFTY PROSPECTOR,BENCHMARK TRAINING CENTER INC. AGENT,GARY MAYO,20000,,03/29/2017,KENTUCKY,A&B,,,,11.2,https://www.youtube.com/watch?v=SQzEP3TPu-Y
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,161,DKB,C,CREATIVE CAUSE,VICTORIA'S ON FIRE,LANGFUHR,HAVENS BLOODSTOCK AGENCY INC. AGENT,ROBERT B HESS JR,60000,,03/14/2017,CALIFORNIA,B&C,,,,36.3,https://www.youtube.com/watch?v=h2YkBW6Ot9M
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,162,DKB,C,TAPIZAR,WAVY LASS,HELMSMAN,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT FOR DAN NORTHRUP,NOT SOLD,12000,,02/06/2017,KENTUCKY,A&B,,,,G,https://www.youtube.com/watch?v=p0k72LsZxrQ
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,163,B,F,SKY MESA,WESTLINE,GONE WEST,MCCARTHY BLOODSTOCK AGENT,OUT,0,,03/11/2017,CALIFORNIA,C&D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,164,B,C,FLAT OUT,WEST POINTER,MILITARY,KINGS EQUINE AGENT,OUT,0,,02/27/2017,KENTUCKY,C,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,165,CH,F,GHOSTZAPPER,WINE TRAIN,TIZ WONDERFUL,TOM MCCROCKLIN AGENT,NOT SOLD,145000,,02/05/2017,KENTUCKY,D,,,,22,https://www.youtube.com/watch?v=u3tWVu0fV44
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,166,B,C,RAISON D'ETAT,WINNING IMAGE,SOUTHERN IMAGE,TOM MCCROCKLIN AGENT,ALLEN ALDRICH,32000,,02/03/2017,KENTUCKY,D,,,,10.3,https://www.youtube.com/watch?v=7QeceaRCius
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,167,B,F,MALIBU MOON,YARA,PUT IT BACK,CHECKMATE THOROUGHBREDS LLC (ADRIAN GONZALEZ) AGENT FOR BLUE CHIP THOROUGHBREDS,OUT,0,,01/22/2017,KENTUCKY,C&D,,,,,
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,168,CH,F,ALTERNATION,YODELADYTOO,SWISS YODELER,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT FOR DAN NORTHRUP,MEAH/LLOYD BLOODSTOCK AGENT FOR IRONHORSE RACING STABLE,26000,,04/05/2017,INDIANA,A&B,,,,11,https://www.youtube.com/watch?v=m5scumfbCg8
Santa Anita Two-Year-Olds in Training (2019),2019-06-05,169,B,F,GOLDENCENTS,YOUNGNFLASHY,FLASHY BULL,TIP THOROUGHBRED INVESTMENT POSSIBILITIES AGENT FOR DAN NORTHRUP,OUT,0,,02/26/2017,KENTUCKY,A&B,,,,,
