SALE TITLE,SESSION,HIP,COLOR,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,67,B,F,HARD SPUN,MARNER,MALIBU MOON,STEPHENS THOROUGHBREDS AGENT,NOT SOLD,47000,,03/13/2021,KENTUCKY,I,,,,10.2,https://www.youtube.com/watch?v=M8Cxx9D9W7A
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,68,DKB,F,BRODY'S CAUSE,ROUGE WAVE,VIOLENCE,WES CARTER AGENT FOR JD FARMS,MIKE DINI,8000,,03/25/2021,KENTUCKY,J&K,,,,11,https://www.youtube.com/watch?v=UTo4PVzBvIg
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,69,CH,F,SOCIAL INCLUSION,ROYALASPEN,CONGRATS,CRANE THOROUGHBRED SERVICES LLC AGENT,GRACIE BLOODSTOCK AGENT,35000,,03/18/2021,PENNSYLVANIA,A,,,https://youtu.be/dz_c2PxF88I,10,https://www.youtube.com/watch?v=vXArkURiZnI
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,70,CH,C,CATALINA CRUISER,ROYALE MICHELE,ELUSIVE QUALITY,NAVAS EQUINE AGENT,HUGH MCMAHON AGENT,47000,,04/17/2021,NEW YORK,I,,,,10.1,https://www.youtube.com/watch?v=7WDHPjjJSj4
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,71,DKB,F,CENTRAL BANKER,SACRIFICE,TEMPLE CITY,CRANE THOROUGHBRED SERVICES LLC AGENT,EASTVIEW FARM,6000,,05/12/2021,PENNSYLVANIA,A,,,https://youtu.be/rJSLKsAEuv0,11.1,https://www.youtube.com/watch?v=Nr10ptAnn1g
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,72,CH,C,AUDIBLE,SENSATIONAL CHARGE,WILL TAKE CHARGE,ALL DREAMS EQUINE AGENT,OUT,0,,04/23/2021,FLORIDA,I,,,,,
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,73,B,F,PALACE MALICE,SHAWKLIT CAKE,MAJESTICPERFECTION,CRANE THOROUGHBRED SERVICES LLC AGENT,RESPECT THE VALLEYS,55000,,03/01/2021,KENTUCKY,A,,,https://youtu.be/44JZCsXwo90,10.1,https://www.youtube.com/watch?v=reQw7lO3Q_s
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,74,CH,F,KLIMT,SHILOH ROAD,CONGRATS,CRANE THOROUGHBRED SERVICES LLC AGENT,NOT SOLD,33000,,03/21/2021,MARYLAND,A,,,https://youtu.be/9Ua_RzHwnBw,10.1,https://www.youtube.com/watch?v=IZ82KxAVJh8
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,75,B,F,HOPPERTUNITY,SILVIKOVA,BADGE OF SILVER,CRANE THOROUGHBRED SERVICES LLC AGENT,SD TRADING,35000,,02/05/2021,PENNSYLVANIA,A,,,https://youtu.be/M5XQApyplHM,10.3,https://www.youtube.com/watch?v=K8hLImGPZko
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,76,CH,C,KITTEN'S JOY,SPEED GODDESS,JOHANNESBURG,ALL DREAMS EQUINE AGENT,KENNETH R KACHEL,19000,,04/10/2021,KENTUCKY,I,,,,10.1,https://www.youtube.com/watch?v=i8NWTIpkdTU
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,77,CH,F,MUCHO MACHO MAN,STARVISTA,MACLEAN'S MUSIC,R. MARIE FARMS LLC AGENT,NOT SOLD,14000,,03/13/2021,MARYLAND,B,,,https://youtu.be/4EGtyUKvwo0,11,https://www.youtube.com/watch?v=cLo-S3U7SfU
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,78,GRR,F,ARROGATE,SUMMER SHADE,STEPHEN GOT EVEN,CARY FROMMER LLC AGENT,HILLWOOD STABLES,225000,,03/11/2021,NEW YORK,B,,,https://vimeo.com/839334764?share=copy,10.3,https://www.youtube.com/watch?v=xM-zCpQkJas
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,79,CH,F,FROSTED,SWEET TOOTH HAVEN,VINEYARD HAVEN,CRANE THOROUGHBRED SERVICES LLC AGENT,OUT,0,,03/03/2021,PENNSYLVANIA,A,,,https://youtu.be/ELLPQcrdE3Q,10,https://www.youtube.com/watch?v=6UNesThjp8Y
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,80,B,F,DIALED IN,TAHFEEZ,ALJABR,CARY FROMMER LLC AGENT,OUT,0,,02/23/2021,KENTUCKY,B,,,,,
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,81,CH,F,STREET BOSS,TANTE ZOE,FIRST SAMURAI,CARY FROMMER LLC AGENT,KARMAC STABLES,50000,,03/05/2021,KENTUCKY,B,,,https://vimeo.com/839377311?share=copy,10.2,https://www.youtube.com/watch?v=QNscbq4BiPo
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,82,GRR,F,ANCHOR DOWN,THE SLIPPER FITS,SMOKE GLACKEN,WES CARTER AGENT FOR JD FARMS,MARJORIE J STRIETER,9000,,04/08/2021,VIRGINIA,J&K,,,,11.1,https://www.youtube.com/watch?v=MBYLvvaum0E
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,83,B,C,CATALINA CRUISER,TIGER CAT LILLY,TALE OF THE CAT,CRANE THOROUGHBRED SERVICES LLC AGENT,NOT SOLD,95000,,03/31/2021,KENTUCKY,A,,,,10.1,https://www.youtube.com/watch?v=d1HI2lPXf90
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,84,B,F,UNCLE MO,TO THE MOON ALICE,MALIBU MOON,CARY FROMMER LLC AGENT,NOT SOLD,77000,,04/07/2021,NEW YORK,B,,,https://vimeo.com/839377258?share=copy,10.3,https://www.youtube.com/watch?v=CMoqe5uxC0I
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,85,DKB,C,MENDELSSOHN,UNDISPUTED LEGEND,DOMESTIC DISPUTE,CARY FROMMER LLC AGENT,NOT SOLD,45000,,02/12/2021,MARYLAND,B,,,https://vimeo.com/839377277?share=copy,10.4,https://www.youtube.com/watch?v=iVXT32bU_R0
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,86,CH,F,FLATTER,VALUED STRIKE,SMART STRIKE,CRANE THOROUGHBRED SERVICES LLC AGENT,JEWEL BOX RACING MARETTE FARRELL AGENT,95000,,03/27/2021,KENTUCKY,A,,,https://youtu.be/-QCUhXR1TKE,10,https://www.youtube.com/watch?v=UMaSuHcFmOU
Midlantic June Two-Year-Olds in Training (2023),2023-06-28,87,CH,C,MUNNINGS,VIVID STORM,SUPER SAVER,NAVAS EQUINE AGENT,OUT,0,,02/26/2021,KENTUCKY,I,,,,,
