SALE TITLE,SESSION,HIP,COLOR,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,44,B,F,MITOLE,BAY HARBOR,SPEIGHTSTOWN,PICK VIEW LLC AGENT,JR RANCH,230000,,05/01/2021,KENTUCKY,T,,,https://vimeo.com/827463347,10.3,https://www.youtube.com/watch?v=582O9ECML7U
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,45,B,C,PRACTICAL JOKE,BAYOU MISS,DIXIE UNION,SBM TRAINING AND SALES AGENT,LEGION BLOODSTOCK AGENT FOR CHARLIE BIGGS,30000,,03/06/2021,KENTUCKY,K&L,,,https://vimeo.com/826940124,10.4,https://www.youtube.com/watch?v=npX4bzzbHSM
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,46,B,F,MACLEAN'S MUSIC,BEAUTY FOR ASHES,CITY PLACE,WOODFORD THOROUGHBREDS AGENT I,NOT SOLD,135000,,05/24/2021,KENTUCKY,I,,,https://vimeo.com/826571828,10.2,https://www.youtube.com/watch?v=0ssxfVIAHl4
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,47,B,C,UPTOWNCHARLYBROWN,BE BOP A LULA,UNBRIDLED'S SONG,GRASSROOTS TRAINING AND SALES LLC AGENT I,OUT,0,,01/29/2021,PENNSYLVANIA,I,,,,10.4,https://www.youtube.com/watch?v=ZlY5-PWkcUw
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,48,B,C,LOOKIN AT LUCKY,BEDANKEN,GERI,JULIE DAVIES LLC AGENT,S.R.O.A. (K.O.I.D.),50000,,03/15/2021,KENTUCKY,C&D,,,https://vimeo.com/827110413,10.4,https://www.youtube.com/watch?v=9-5cCNhRVE8
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,49,DKB,F,WORLD OF TROUBLE,BEGINNER'S LUCK,AWESOME AGAIN,RICEHORSE STABLE (BRANDON & ALI RICE) AGENT,EUGENE MCGOWAN,25000,Y,04/10/2021,NEW YORK,G,,,https://vimeo.com/824950530,22.2,https://www.youtube.com/watch?v=bTVeT5wnDYg
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,50,DKB,C,UNCLE MO,BELLE GALLANTEY,AFTER MARKET,HARTLEY/DE RENZO THOROUGHBREDS AGENT,OUT,0,,03/06/2021,KENTUCKY,A,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,51,GRR,F,BLOFELD,BELLE OF CAMDEN,BLACK TIE AFFAIR (IRE),MARSHALL W. SILVERMAN AGENT,OUT,0,,03/15/2021,MARYLAND,H,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,52,B,C,MITOLE,BELLISSIMA INDY,TAKE CHARGE INDY,KINGS EQUINE AGENT,NOT SOLD,15000,,04/29/2021,KENTUCKY,T,,,,10.4,https://www.youtube.com/watch?v=M2GhkP6LN3Q
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,53,CH,F,OMAHA BEACH,BENVENUTTA,TAPIT,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT III,MIACOMET BLOODSTOCK,20000,,02/16/2021,MARYLAND,T,,,https://vimeo.com/825299499?share=copy,11,https://www.youtube.com/watch?v=qNjVqsxfVV0
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,54,B,C,STREET SENSE,BERNADETTA,BERNARDINI,WHITE PINE THOROUGHBREDS AGENT,NOT SOLD,38000,,03/10/2021,KENTUCKY,J,,,https://vimeo.com/825789501?share=copy,10.3,https://www.youtube.com/watch?v=PnIuV_B0dZo
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,55,GRR,F,MACHO UNO,BEST DIAMOND,COZZENE,GRASSROOTS TRAINING AND SALES LLC,OUT,0,,04/20/2021,KENTUCKY,I,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,56,CH,F,ACCELERATE,BETHAN,GIANT'S CAUSEWAY,SHAMROCK STABLES (JOE DEEGAN) AGENT,MCKEEVER RACING,47000,,01/28/2021,KENTUCKY,J,,,https://youtu.be/s29P95F1dhM,10.3,https://www.youtube.com/watch?v=zyTrK95popE
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,57,GRR,F,LIAM'S MAP,BIG BIRTHDAY,MINESHAFT,JULIE DAVIES LLC AGENT,OUT,0,,04/09/2021,KENTUCKY,C&D,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,58,CH,F,GET STORMY,BISOU FRANCAIS,CURLIN,KINGS EQUINE AGENT,ZILLA RACINGORACLE BLSK AGT.,45000,,02/24/2021,NEW YORK,T,,,,10.4,https://www.youtube.com/watch?v=Bli6Unodb8c
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,59,DKB,F,NYQUIST,BITACORA,DOMINUS,JULIE DAVIES LLC AGENT,OUT,0,,01/10/2021,NEW YORK,C&D,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,60,B,C,BOLT D'ORO,BLAKELY'S SMILE,WILDCAT HEIR,GOLDEN ROCK THOROUGHBREDS AGENT,OUT,0,,03/13/2021,FLORIDA,F,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,61,DKB,F,PAYNTER,BLAME IT ON DIXIE,BLAME,CRANE THOROUGHBRED SERVICES LLC AGENT,OUT,0,,04/20/2021,KENTUCKY,K&L,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,62,GRR,F,MENDELSSOHN,BLONDE BOMBER,FORT LARNED,EDDIE WOODS AGENT LV,OUT,0,,04/20/2021,KENTUCKY,J&K,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,63,B,C,PALACE MALICE,BLUE GRASS MARY,BLUEGRASS CAT,WES CARTER AGENT FOR CARTER BROTHERS,NOT SOLD,15000,,04/14/2021,NEW YORK,G,,,,11,https://www.youtube.com/watch?v=lt2PkZAjsZg
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,64,B,F,TAKE CHARGE INDY,BODEBABE,BODEMEISTER,BRYAN FORD TRAINING STABLE LLC AGENT,CORBIN BLUMBERG AGENT FOR BARON STABLES,110000,,01/21/2021,KENTUCKY,G,,,,10.3,https://www.youtube.com/watch?v=TP0NWJou5qU
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,65,DKB,C,TWIRLING CANDY,BONITA CAT,TALE OF THE CAT,CARY FROMMER LLC AGENT,NORMA LEE STOCKSETH,80000,,02/23/2021,KENTUCKY,A&B,,,https://vimeo.com/827477875?share=copy,10.4,https://www.youtube.com/watch?v=oJdisZUF-Kk
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,66,B,F,LORD NELSON,BONITA MIA,WARRIOR'S REWARD,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,EURO STABLE,75000,,03/17/2021,KENTUCKY,T,,,,10.3,https://www.youtube.com/watch?v=IjZDJvj-nuA
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,67,B,F,STREET BOSS,BOOM TOWN SALLY,YES IT'S TRUE,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,HP RACING STABLE,40000,,02/27/2021,KENTUCKY,T,,,,10.2,https://www.youtube.com/watch?v=ZeyksHhBIMA
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,68,DKB,C,ARMY MULE,BOUFFANT,UNCLE MO,TOP LINE SALES LLC AGENT XXXII,OUT,0,,01/28/2021,KENTUCKY,E&F,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,69,B,F,MAXIMUS MISCHIEF,BOX OFFICE SMASH,DIXIE UNION,BRYAN FORD TRAINING STABLE LLC AGENT I,TIMOTHY FREITAG,60000,,02/08/2021,KENTUCKY,G,,,,10.1,https://www.youtube.com/watch?v=qUwkuP7O-gE
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,70,B,C,GIRVIN,BRANDENBURG,DUNKIRK,BOBBY DODD AGENT,OUT,0,,01/23/2021,FLORIDA,J,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,71,DKB,C,TWIRLING CANDY,BRANDY,UNBRIDLED'S SONG,NIALL BRENNAN STABLES AGENT III,OUT,0,,02/01/2021,KENTUCKY,K,,,https://youtu.be/qlyPLY4OlNc,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,72,B,C,BERNARDINI,BRILLIANCY,EXCHANGE RATE,JAMES LAYDEN AGENT,OUT,0,,01/29/2021,PENNSYLVANIA,D,,,https://vimeo.com/827689306,11.1,https://www.youtube.com/watch?v=5h6YDKyElM4
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,73,DKB,C,SOLOMINI,BRINGYOUROWNBOTTLE,STAY THIRSTY,TOP LINE SALES LLC AGENT XXX,OUT,0,,04/29/2021,NEW YORK,E&F,,,,11.1,https://www.youtube.com/watch?v=7a1rcn_KokA
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,74,B,F,MAXIMUS MISCHIEF,BRITTNEY BRAT,PIKEPASS,GOLDEN ROCK THOROUGHBREDS AGENT,DENNIS O'NEILL,87000,,04/24/2021,KENTUCKY,F,,,https://vimeo.com/826628435?share=copy,10.2,https://www.youtube.com/watch?v=T6vYMOa0Or4
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,75,B,F,PALACE MALICE,BROAD STRIPES,BERNARDINI,PICK VIEW LLC AGENT,GEORGE WEAVER AGENT FOR TOM BROCKLEY,35000,Y,03/30/2021,NEW YORK,T,,,https://vimeo.com/827463290,11,https://www.youtube.com/watch?v=vuCfW1qUHUM
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,76,CH,C,FLAMEAWAY,BROADWAY DINER,TAPIZAR,BRITTON PEAK LLC AGENT,OUT,0,,03/12/2021,KENTUCKY,L,,,,,
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,77,CH,C,JUSTIFY,BROADWAY RUN,PROSPECTIVE,SCANLON TRAINING & SALES AGENT II,WEST POINT TB L.E.B. AGENT,120000,,02/11/2021,KENTUCKY,T,,,https://vimeo.com/826485416?share=copy,10.2,https://www.youtube.com/watch?v=MZcjvPQuh2I
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,78,B,F,INTO MISCHIEF,BROOKLYNSWAY,GIANT GIZMO,KINGS EQUINE AGENT,OUT,0,,01/26/2021,KENTUCKY,T,,,,10.2,https://www.youtube.com/watch?v=7Li65lsBAqs
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,79,DKB,F,ENTICED,BROWN EYES,HALO'S IMAGE,GOLDEN ROCK THOROUGHBREDS AGENT,ORACLE BLOODSTOCK AGENT,85000,,04/10/2021,KENTUCKY,F,,,https://vimeo.com/826628382?share=copy,10.2,https://www.youtube.com/watch?v=NGxvSvTYGqo
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,80,B,C,TAKE CHARGE INDY,BUTTERSCOTCH ROSE,STREET SENSE,WHITE PINE THOROUGHBREDS AGENT,KERRI RADCLIFFE AGENT,170000,,03/20/2021,KENTUCKY,J,,,https://vimeo.com/825789465?share=copy,10.3,https://www.youtube.com/watch?v=_rHGfO7FsA0
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,81,DKB,F,MORE THAN READY,CABANA,FLATTER,KINGS EQUINE AGENT,THORO VENTURES AGENT FOR JKX AND PARTNERS,30000,,02/21/2021,KENTUCKY,T,,,,10.3,https://www.youtube.com/watch?v=0xWSrZJ1br8
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,82,B,C,WORLD OF TROUBLE,CALDWELL,MALIBU MOON,SEQUEL BLOODSTOCK AGENT VI,ALI FYFE RACING,80000,,04/22/2021,NEW YORK,H,,,https://vimeo.com/825298418?share=copy,10.3,https://www.youtube.com/watch?v=CI0s3rPat44
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,83,B,F,UNION RAGS,CANARYINACAGE,MINESHAFT,DE MERIC SALES AGENT,SEAN S. PERL BLOODSTOCK LLC,50000,,02/26/2021,NEW YORK,J,,,https://vimeo.com/827845326?share=copy,10.3,https://www.youtube.com/watch?v=1PG4cCVTLSs
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,84,GRR,F,TAPWRIT,CANDY D'ORO,JOHANNESBURG,SBM TRAINING AND SALES AGENT,R T RACING,25000,,03/22/2021,NEW YORK,K&L,,,https://vimeo.com/826937587,11,https://www.youtube.com/watch?v=1y49k4ghUAk
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,85,DKB,F,MO TOWN,CAN'T STEAL MY JOY,EXCLUSIVE QUALITY,WOODFORD THOROUGHBREDS AGENT I,BACCARI BLOODSTOCK AGENT FOR D.W.F. INC.,120000,,02/17/2021,WEST VIRGINIA,I,,,https://vimeo.com/826571854,10.2,https://www.youtube.com/watch?v=o6letVc2-Ao
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,86,DKB,C,FLATTER,CAP,ARCH,CARY FROMMER LLC AGENT,NOT SOLD,72000,,05/31/2021,NEW YORK,A&B,,,https://vimeo.com/827478029?share=copy,11.1,https://www.youtube.com/watch?v=ezGJCHCbglA
Midlantic May Two-Year-Olds in Training (2023),2023-05-22,87,GRR,C,PRACTICAL JOKE,CARAMEL CANDY,CANDY RIDE (ARG),COASTAL EQUINE LLC (JESSE HOPPEL) AGENT,RASHIDS TBRED RACINGSTERLING RD STABLE & LBR RACING STABLE,60000,,03/20/2021,KENTUCKY,B&C,,,https://vimeo.com/827278743,22.1,https://www.youtube.com/watch?v=qbnRdm5BP7M
