SALE TITLE,SESSION,HIP,COLOR,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION
The Gulfstream Sale (2022),2022-03-30,2,B,C,UNCLE MO,FAME AND FORTUNE,UNBRIDLED'S SONG,PICK VIEW LLC AGENT,OUT,0,,04/05/2020,KENTUCKY,23,,,,,
The Gulfstream Sale (2022),2022-03-30,3,DKB,C,STREET SENSE,FLY TO THE STARS,GIANT'S CAUSEWAY,TOP LINE SALES LLC AGENT,NOT SOLD,270000,,02/08/2020,KENTUCKY,23,,,https://vimeo.com/690510505,10.2,https://www.youtube.com/watch?v=mYuLMgAJYQU
The Gulfstream Sale (2022),2022-03-30,4,B,C,GOOD MAGIC,FORESTRY'S MAGIC,FORESTRY,HARTLEY/DE RENZO THOROUGHBREDS AGENT I,NOT SOLD,240000,,03/19/2020,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=D-6NMDMVkx0
The Gulfstream Sale (2022),2022-03-30,5,DKB,F,MACLEAN'S MUSIC,FORGET ME NOT,UNCLE MO,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,STEVEN W YOUNG AGT,300000,,02/14/2020,KENTUCKY,23,,,https://vimeo.com/692060259,10,https://www.youtube.com/watch?v=kkx1968zf-s
The Gulfstream Sale (2022),2022-03-30,6,B,C,INTO MISCHIEF,FULL HOUSE,DISCREETLY MINE,RICHARDSON BLOODSTOCK AGENT,ALTER'S RACING STABLE,120000,,03/10/2020,KENTUCKY,23,,,https://vimeo.com/690729586,10.2,https://www.youtube.com/watch?v=SLwKSVdZGzI
The Gulfstream Sale (2022),2022-03-30,7,B,F,RUNHAPPY,FULLY EQUIPPED,MORE THAN READY,CM THOROUGHBREDS AGENT,OUT,0,,04/03/2020,KENTUCKY,25,,,,,
The Gulfstream Sale (2022),2022-03-30,8,B,C,MALIBU MOON,GADIR,SUPER SAVER,NIALL BRENNAN STABLES AGENT XI,DAN WELLS/DAN PREISS AGENT,65000,,03/20/2020,KENTUCKY,23,,,https://youtu.be/BatE4V5kyZU,10.3,https://www.youtube.com/watch?v=92eLB9AyGPM
The Gulfstream Sale (2022),2022-03-30,9,B,F,CITY OF LIGHT,GIFT OF GLORY,LOOKIN AT LUCKY,CLASSIC BLOODSTOCK AGENT,OUT,0,,04/07/2020,CALIFORNIA,24,,,,,
The Gulfstream Sale (2022),2022-03-30,10,CH,F,KANTHAROS,GIRLABOUTOWN,A.P. INDY,TOM MCCROCKLIN AGENT II,STEVEN W YOUNG AGT,320000,,04/10/2020,NEW YORK,24,,,https://vimeo.com/692055235,21.1,https://www.youtube.com/watch?v=yxB-hz1cfM0
The Gulfstream Sale (2022),2022-03-30,11,B,F,MENDELSSOHN,GOOD OMEN,SMART STRIKE,TOP LINE SALES LLC AGENT V,OUT,0,,04/20/2020,NEW YORK,23,,,,,
The Gulfstream Sale (2022),2022-03-30,12,B,F,MUNNINGS,HELENA THE FIRST,LEMON DROP KID,CM THOROUGHBREDS AGENT,NOT SOLD,90000,,01/30/2020,KENTUCKY,25,,,,10.1,https://www.youtube.com/watch?v=palAu3zcnJM
The Gulfstream Sale (2022),2022-03-30,13,CH,F,GUN RUNNER,HERO'S AMOR,STREET HERO,NIALL BRENNAN STABLES AGENT II,WEST BLOODSTOCK AGT. FOR REPOLE STABLE,320000,,03/06/2020,KENTUCKY,23,,,https://youtu.be/eHbhH3bibwc,10.1,https://www.youtube.com/watch?v=8RpKfui1n_I
The Gulfstream Sale (2022),2022-03-30,14,DKB,C,GOOD MAGIC,HOMECOMING DANCE,VINDICATION,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,NOT SOLD,170000,,04/24/2020,KENTUCKY,23,,,https://vimeo.com/692062147,10.1,https://www.youtube.com/watch?v=A8shYm8AOAQ
The Gulfstream Sale (2022),2022-03-30,15,CH,F,NYQUIST,HOW ABOUT ZERO,SQUARE EDDIE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT III,OUT,0,,02/25/2020,CALIFORNIA,23,,,,,
The Gulfstream Sale (2022),2022-03-30,16,B,C,JUSTIFY,I'M WONDERFUL,GIANT'S CAUSEWAY,TOM MCCROCKLIN AGENT III,OUT,0,,04/09/2020,GB,24,,,https://vimeo.com/692053752,21.4,https://www.youtube.com/watch?v=kkVeiWmOPCc
The Gulfstream Sale (2022),2022-03-30,17,B,C,HARD SPUN,INSPEIGHT OF US,SPEIGHTSTOWN,RANDY BRADSHAW AGENT V,OUT,0,,04/09/2020,KENTUCKY,23,,,https://vimeo.com/690173460,10.2,https://www.youtube.com/watch?v=kA5B0DUi_Ao
The Gulfstream Sale (2022),2022-03-30,18,CH,F,MASTERY,JEANNIE S,SKY MESA,GOLDEN ROCK AGENT,OUT,0,,04/02/2020,KENTUCKY,25,,,,10.2,https://www.youtube.com/watch?v=Un_WrMFEB30
The Gulfstream Sale (2022),2022-03-30,19,B,C,INTO MISCHIEF,JELLICLE SONG,STREET CRY (IRE),GOLDEN ROCK AGENT,OUT,0,,04/03/2020,KENTUCKY,25,,,,,
The Gulfstream Sale (2022),2022-03-30,20,B,C,UNION RAGS,KADIRA,KAFWAIN,PICK VIEW LLC AGENT,OUT,0,,02/29/2020,KENTUCKY,23,,,,,
The Gulfstream Sale (2022),2022-03-30,21,B,C,UNCLE MO,LADY TAPIT,TAPIT,TOM MCCROCKLIN AGENT II,SPENDTHRIFT FARM LLC,800000,,01/17/2020,KENTUCKY,24,,,https://vimeo.com/692052558,20.3,https://www.youtube.com/watch?v=xfg6SFwj7w4
The Gulfstream Sale (2022),2022-03-30,22,CH,C,BEE JERSEY,LA SOUL,PERFECT SOUL (IRE),JAMES LAYDEN AGENT,OUT,0,,03/22/2020,KENTUCKY,24,,,https://vimeo.com/689519552,10.3,https://www.youtube.com/watch?v=vLMEGj-WdIA
The Gulfstream Sale (2022),2022-03-30,23,B,C,INTO MISCHIEF,LA VERDAD,YES IT'S TRUE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT IV,DENNIS O'NEILL,450000,,05/04/2020,NEW YORK,23,,,https://vimeo.com/690506395,10.2,https://www.youtube.com/watch?v=_xYdEhwkBLk
The Gulfstream Sale (2022),2022-03-30,24,CH,C,GUN RUNNER,LISA'S BOOBY TRAP,DREWMAN,NIALL BRENNAN STABLES AGENT III,OUT,0,,04/27/2020,KENTUCKY,23,,,,,
The Gulfstream Sale (2022),2022-03-30,25,B,F,GIRVIN,LOGAN SQUARE,VICAR,TOP LINE SALES LLC AGENT VI,EMERALD SALES AGENT FOR MIKE EISERMAN,110000,Y,04/24/2020,FLORIDA,23,,,https://vimeo.com/690728179,10.1,https://www.youtube.com/watch?v=zE3Dv-DeksU
The Gulfstream Sale (2022),2022-03-30,26,CH,F,MORE THAN READY,LUCKY DRAW,LOOKIN AT LUCKY,JAMES LAYDEN AGENT,NOT SOLD,145000,,03/12/2020,PENNSYLVANIA,24,,,https://vimeo.com/689519258,10.3,https://www.youtube.com/watch?v=aQ3hrNOR5ME
The Gulfstream Sale (2022),2022-03-30,27,DKB,C,TAPWRIT,LUCKY SONG,UNBRIDLED'S SONG,CARY FROMMER AGENT,MIKE PENDER AGENT FOR GOGO RACING STABLES LLC,125000,,05/01/2020,FLORIDA,24,,,https://vimeo.com/691667329,10.2,https://www.youtube.com/watch?v=GqiW3Ropwis
The Gulfstream Sale (2022),2022-03-30,28,GRR,C,MEDAGLIA D'ORO,MAHASEN,TAPIT,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT,OUT,0,,03/23/2020,KENTUCKY,23,,,https://vimeo.com/690505774,,
The Gulfstream Sale (2022),2022-03-30,29,DKB,C,WEST COAST,MELROSE WOODS,BROKEN VOW,HARTLEY/DE RENZO THOROUGHBREDS AGENT I,WEST POINT THOROUGHBREDS INC & SHUG MCGAUGHEY AGENT,300000,,05/14/2020,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=LPGw7R232Sk
The Gulfstream Sale (2022),2022-03-30,30,DKB,C,JUSTIFY,MEZINKA,BODEMEISTER,PICK VIEW LLC AGENT,MARVIN BOYD,275000,,04/20/2020,KENTUCKY,23,,,https://vimeo.com/689519075,20.4,https://www.youtube.com/watch?v=dJBnTS5YBcE
The Gulfstream Sale (2022),2022-03-30,31,DKB,C,NYQUIST,MISSOURIA,BELLAMY ROAD,CARY FROMMER AGENT,OUT,0,,01/26/2020,PENNSYLVANIA,24,,,https://vimeo.com/691671909,10.4,https://www.youtube.com/watch?v=jV92OXU6k9c
The Gulfstream Sale (2022),2022-03-30,32,B,C,MEDAGLIA D'ORO,MISS PATRICIA,INDIAN CHARLIE,GLOBAL THOROUGHBREDS LLC AGENT I,OUT,0,,04/09/2020,KENTUCKY,25,,,https://vimeo.com/690509787,10.2,https://www.youtube.com/watch?v=pQZxq2Xre1o
The Gulfstream Sale (2022),2022-03-30,33,GRR,C,TAPWRIT,MODISTE,UNCLE MO,BOLD ARROW THOROUGHBREDS AGENT,MIKE PENDER AGENT FOR GOGO RACING STABLES LLC,50000,,05/12/2020,KENTUCKY,25,,,,10.3,https://www.youtube.com/watch?v=zgBpQB81EXg
The Gulfstream Sale (2022),2022-03-30,34,B,C,SPEIGHTSTOWN,MOM'S DEPUTY,WAR CHANT,L G AGENT,NBS STABLE/JOHN BALLANTYNE,375000,,02/27/2020,FLORIDA,23,,,,10.3,https://www.youtube.com/watch?v=tEb2tMC7HPk
The Gulfstream Sale (2022),2022-03-30,35,CH,F,ARMY MULE,MONTESSA G,MONTBROOK,SBM TRAINING & SALES LLC AGENT,OUT,0,,04/09/2020,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=m9ZceDl0epw
The Gulfstream Sale (2022),2022-03-30,36,B,C,CLASSIC EMPIRE,MORROW (GB),PIVOTAL (GB),RANDY BRADSHAW AGENT VI,OUT,0,,03/02/2020,NEW YORK,23,,,https://vimeo.com/690173423,10.2,https://www.youtube.com/watch?v=SPNJ9qHzdjg
The Gulfstream Sale (2022),2022-03-30,37,DKB,F,UNCLE MO,MOYO HONEY,MIZZEN MAST,RANDY BRADSHAW AGENT III,OUT,0,,04/15/2020,KENTUCKY,23,,,https://vimeo.com/690173633,10.4,https://www.youtube.com/watch?v=bfee9DPhLhk
The Gulfstream Sale (2022),2022-03-30,38,GRR,C,ALWAYS DREAMING,MY FAST ONE,ELUSIVE QUALITY,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VIII,NOT SOLD,29000,,02/24/2020,KENTUCKY,23,,,https://vimeo.com/690505251,10.2,https://www.youtube.com/watch?v=yL84KyzLjTE
The Gulfstream Sale (2022),2022-03-30,39,DKB,C,MUNNINGS,MYLITTA,SKY MESA,NIALL BRENNAN STABLES AGENT IX,OUT,0,,03/11/2020,KENTUCKY,23,,,,,
The Gulfstream Sale (2022),2022-03-30,40,B,C,MALIBU MOON,MY SUGAR BEAR,GIANT'S CAUSEWAY,SBM TRAINING & SALES LLC AGENT,OUT,0,,03/19/2020,KENTUCKY,23,,,,,
The Gulfstream Sale (2022),2022-03-30,41,DKB,F,CITY OF LIGHT,NAPLES MIST,MEDAGLIA D'ORO,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT,LEE LEWIS/MARK HENNIG AGENT,110000,,02/16/2020,KENTUCKY,23,,,https://vimeo.com/690504785,10.2,https://www.youtube.com/watch?v=KEQ9gDWKRCU
