SALE TITLE,SESSION,HIP,COLOR,NAME,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION
Midlantic Two-Year-Olds in Training (2019),2019-05-20,90,B,,F,UNCLE MO,CLAIRE'S SONG,UNBRIDLED'S SONG,TOP LINE SALES LLC AGENT XII,LOTHENBACH STABLES INC,350000,,03/28/2017,VIRGINIA,L,,,,10.2,https://www.youtube.com/watch?v=R3dFcoP6I1M
Midlantic Two-Year-Olds in Training (2019),2019-05-20,91,B,,F,CARPE DIEM,CLASS WITH A K,TAPIT,KINGS EQUINE AGENT,NOT SOLD,70000,,02/12/2017,KENTUCKY,T,,,,10.3,https://www.youtube.com/watch?v=U8ZO_OJjAUg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,92,DKB,,C,SHAKIN IT UP,CLEANSLATE,WAR PASS,CRUPI'S NEW CASTLE FARM AGENT,PHILLIP WARD,16000,,02/23/2017,NEW YORK,I,,,,11.2,https://www.youtube.com/watch?v=aryecIPIwOQ
Midlantic Two-Year-Olds in Training (2019),2019-05-20,93,B,,F,FLATTER,COLOUR THE WIND,STORM CAT,KINGS EQUINE AGENT,DONNIE K VON HEMEL AGENT FOR SAM VOGEL,65000,,03/19/2017,KENTUCKY,T,,,,10.3,https://www.youtube.com/watch?v=JEo5DVjPqqY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,94,DKB,,C,COMPETITIVE EDGE,COMANCHE PRINCESS,INDIAN CHARLIE,PAUL SHARP AGENT I,SALLUSTO & ALBINA AGENT,210000,,02/18/2017,KENTUCKY,G,,,,10.2,https://www.youtube.com/watch?v=RN3WWs33KCg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,95,CH,,C,GHOSTZAPPER,CONQUEST SOPRANO,SUPER SAVER,SEQUEL BLOODSTOCK AGENT,OUT,0,,04/20/2017,KENTUCKY,F,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,96,DKB,,F,CAIRO PRINCE,COOL CLIMATE,BOWMAN'S BAND,SBM TRAINING & SALES LLC AGENT,LEO J AMBROGI,25000,,04/21/2017,KENTUCKY,K-L,,,http://www.thorostride.com/sales/fasig-tipton-midlantic-2yos-2019-hip-96,11,https://www.youtube.com/watch?v=wkUEQmLdr9k
Midlantic Two-Year-Olds in Training (2019),2019-05-20,97,B,,C,INTO MISCHIEF,COOL SPELL,GRAND SLAM,MCKATHAN BROS. AGENT,TOM DURANT,260000,,03/28/2017,KENTUCKY,J,,,,10.2,https://www.youtube.com/watch?v=RIQQoo7epYQ
Midlantic Two-Year-Olds in Training (2019),2019-05-20,98,DKB,,C,CARPE DIEM,COQUIHALLA,ELUSIVE QUALITY,SCANLON TRAINING & SALES AGENT XVII,OUT,0,,03/26/2017,NEW YORK,T,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,99,CH,,C,GOLDEN LAD,CORINNAISE,CORINTHIAN,GRASSROOTS TRAINING & SALES LLC,GARY C. YOUNG AGENT FOR MICHAEL DUBB,175000,,04/25/2017,MARYLAND,I,,,,10.2,https://www.youtube.com/watch?v=mJ4Q7VkH2Xw
Midlantic Two-Year-Olds in Training (2019),2019-05-20,100,B,,C,GEMOLOGIST,COURT RECEPTION,A.P. INDY,HOPPEL'S HORSE & CATTLE CO. INC.,CALUMET FARM,32000,,03/05/2017,KENTUCKY,L,,,,22.3,https://www.youtube.com/watch?v=aK4MXrRSnUs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,101,CH,,C,COMMISSIONER,CRAB KEY,CANDY RIDE (ARG),BOBBY DODD AGENT,TRIN-BROOK STABLE,11000,,03/04/2017,KENTUCKY,E-F,,,,23.2,https://www.youtube.com/watch?v=2CFSRgAzPPg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,102,GRR,,C,MISSION IMPAZIBLE,CREEK GIRL,ELUSIVE QUALITY,GRASSROOTS TRAINING & SALES LLC,S.R.O.A. (K.O.I.D.),42000,,04/03/2017,NEW YORK,I,,,,10.4,https://www.youtube.com/watch?v=3Y5b-K2JfSE
Midlantic Two-Year-Olds in Training (2019),2019-05-20,103,B,,C,BOURBON COURAGE,CROSSING AGAIN,VALLEY CROSSING,CRANE THOROUGHBRED SERVICES LLC AGENT,LEONARD A PELULLO,18000,,02/16/2017,MARYLAND,D-E,,,,10.4,https://www.youtube.com/watch?v=OPEFaBciJ_c
Midlantic Two-Year-Olds in Training (2019),2019-05-20,104,B,,C,MACLEAN'S MUSIC,CURIE,CHIEF SEATTLE,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,TRACY & PAULA HENLINE,52000,,04/01/2017,KENTUCKY,H,,,,10.4,https://www.youtube.com/watch?v=HIGdh1AcJcE
Midlantic Two-Year-Olds in Training (2019),2019-05-20,105,DKB,SUPER CASSIDY,F,TIZWAY,CURLS FOR GIRLS,CURLIN,BOBBY DODD AGENT,NOT SOLD,25000,,04/13/2017,KENTUCKY,E-F,,,,10.3,https://www.youtube.com/watch?v=Zhm-kPxi2D0
Midlantic Two-Year-Olds in Training (2019),2019-05-20,106,DKB,,F,COMPETITIVE EDGE,DADDY'S LIL SAINT,SCAT DADDY,GRASSROOTS TRAINING & SALES LLC,WEST BLOODSTOCK,110000,,01/30/2017,NEW YORK,I,,,,10.1,https://www.youtube.com/watch?v=aA-hd3ICTlQ
Midlantic Two-Year-Olds in Training (2019),2019-05-20,107,B,,F,BODEMEISTER,DANCE AMERICA,TAPIT,HEMINGWAY RACING AND TRAINING STABLES AGENT,NOT SOLD,14000,,02/22/2017,KENTUCKY,J,,,,11,https://www.youtube.com/watch?v=Gx5kegmoofo
Midlantic Two-Year-Olds in Training (2019),2019-05-20,108,B,,C,MIDNIGHT LUTE,DANCIN QUEEN,MONARCHOS,HOPPEL'S HORSE & CATTLE CO. INC.,BLACK CLOUD RACING,32000,,02/16/2017,KENTUCKY,L,,,,10.4,https://www.youtube.com/watch?v=l2RCVbBYvXY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,109,B,,C,BANDBOX,DEAR RACHEL,NOT FOR LOVE,CLASSIC BLOODSTOCK AGENT III,SHINING STAR STABLE,120000,,04/23/2017,MARYLAND,I,,,,10.2,https://www.youtube.com/watch?v=VZgSICdOaW8
Midlantic Two-Year-Olds in Training (2019),2019-05-20,110,CH,,C,PALACE,DE BELLE,DEHERE,CRUPI'S NEW CASTLE FARM AGENT,OUT,0,,03/25/2017,KENTUCKY,I,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,111,DKB,SAKETUMI,C,MACLEAN'S MUSIC,DEELITEFUL STAR,AFTERNOON DEELITES,C & C STABLES LLC AGENT,NOT SOLD,50000,,02/15/2017,PENNSYLVANIA,J,,,,11,https://www.youtube.com/watch?v=OMA7AR2KTo0
Midlantic Two-Year-Olds in Training (2019),2019-05-20,112,DKB,,F,MR SPEAKER,DELIGHTFUL VICE,DEPUTY COMMANDER,BRICK CITY THOROUGHBREDS AGENT,NOT SOLD,27000,,03/22/2017,KENTUCKY,F,,,,10.2,https://www.youtube.com/watch?v=DrTlrBJv6SA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,113,B,,C,SHANGHAI BOBBY,DENALI RED,CRAFTY PROSPECTOR,GRASSROOTS TRAINING & SALES LLC AGENT,KERRY GOLD AGENT,15000,,04/09/2017,KENTUCKY,I,,,,10.4,https://www.youtube.com/watch?v=U6Xjy7shp8c
Midlantic Two-Year-Olds in Training (2019),2019-05-20,114,DKB,,F,AWESOME AGAIN,DEPUTY SAINT,SAINT LIAM,SCANLON TRAINING & SALES AGENT XX,OUT,0,,04/18/2017,KENTUCKY,T,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,115,CH,,C,MALIBU MOON,DETECT,DEVIL'S BAG,EDDIE WOODS AGENT LXXI,OUT,0,,05/13/2017,KENTUCKY,J-K,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,116,DKB,,C,TAKE CHARGE INDY,D'FRAULEIN,D'WILDCAT,CRANE THOROUGHBRED SERVICES LLC AGENT,ANTHONY COMO,15000,,04/21/2017,KENTUCKY,D-E,,,,10.2,https://www.youtube.com/watch?v=ys2CnUXEcQY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,117,GRR,,F,MISSION IMPAZIBLE,DISCREET LADY,DISCREET CAT,ALL IN SALES AGENT,LEONARD H. SHORT AGENT FOR FRANCIS J PAOLANGELI,42000,,05/08/2017,NEW YORK,K,,,,10.3,https://www.youtube.com/watch?v=fV_7CkpYFWA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,118,B,OUR DIXIE BLUE,F,WEIGELIA,DIXIEWOOD,DIXIE UNION,GRASSROOTS TRAINING & SALES LLC AGENT,PATRICE MILLER EQB INC AGT.,120000,,04/08/2017,PENNSYLVANIA,I,,,,10.1,https://www.youtube.com/watch?v=eVz953g0d0o
Midlantic Two-Year-Olds in Training (2019),2019-05-20,119,CH,,F,TAPITURE,DOCTOR DOCTOR,LANGFUHR,PELICAN STATE THOROUGHBREDS AGENT,OUT,0,,02/15/2017,FLORIDA,J,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,120,CH,,F,MACHO UNO,DOLLAR MAMA,ROCKPORT HARBOR,CLASSIC BLOODSTOCK AGENT VII,NOT SOLD,9000,,03/17/2017,NEW YORK,I,,,,10.4,https://www.youtube.com/watch?v=SgkgSMfekdw
Midlantic Two-Year-Olds in Training (2019),2019-05-20,121,GRR,,C,LIAM'S MAP,D' ORSAY,MEDAGLIA D'ORO,PIKE RACING AGENT,SEAGULL CAPITAL LLC TIMOTHY HILLS AGENT,150000,,04/23/2017,NEW YORK,G,,,,10.3,https://www.youtube.com/watch?v=EQhAg68YR2U
Midlantic Two-Year-Olds in Training (2019),2019-05-20,122,B,,F,WEIGELIA,DOWHATYOURBIGSISDO,CRYPTO STAR,GRASSROOTS TRAINING & SALES LLC AGENT,A & J RACING STABLE LLC,20000,,05/18/2017,PENNSYLVANIA,I,,,,10.4,https://www.youtube.com/watch?v=8LTg93-R_fY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,123,DKB,THEARTOFCOMPROMISE,F,NORMANDY INVASION,EARTHLY RESERVES,SMART STRIKE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT IX,OUT,0,,04/30/2017,NEW YORK,T,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,124,B,,F,HONOR CODE,EGYPTIAN MAGIC,ESKENDEREYA,TOP LINE SALES LLC AGENT IV,OUT,0,,02/19/2017,KENTUCKY,L,,,,11,https://www.youtube.com/watch?v=BVJOKPMjDGE
Midlantic Two-Year-Olds in Training (2019),2019-05-20,125,B,JUST GO WITH IT,C,NICANOR,ELEANOR'S EMPRESS,GREAT NOTION,WES CARTER AGENT II,NOT SOLD,9000,,05/02/2017,MARYLAND,F-G,,,,11,https://www.youtube.com/watch?v=zFmCbPI-HEI
Midlantic Two-Year-Olds in Training (2019),2019-05-20,126,DKB,CHOOSE JOY,F,MUNNINGS,ELEGANTLY,ARCH,CRUPI'S NEW CASTLE FARM AGENT,OUT,0,,05/15/2017,KENTUCKY,I,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,127,GRR,,C,MISSION IMPAZIBLE,ELENI'S DAUGHTER,FREUD,DE MERIC SALES AGENT,OUT,0,,04/10/2017,NEW YORK,I-J,,,,12,https://www.youtube.com/watch?v=QmQUOlpHm5s
Midlantic Two-Year-Olds in Training (2019),2019-05-20,128,CH,,F,WILL TAKE CHARGE,ELITE HUMOR,DISTORTED HUMOR,SBM TRAINING & SALES LLC AGENT,OUT,0,,04/18/2017,KENTUCKY,K-L,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,129,B,,F,CARPE DIEM,ELLE STRIKE,SMART STRIKE,RANDY MILES AGENT II,OUT,0,,02/18/2017,LOUISIANA,B-C,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,130,B,,C,QUALITY ROAD,EL PRADO ESSENCE,EL PRADO (IRE),BOBBY DODD AGENT,OUT,0,,04/28/2017,ONTARIO,E-F,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,131,DKB,,C,WICKED STRONG,EL REBECCA,EL CORREDOR,GRASSROOTS TRAINING & SALES LLC,MANGANARO BLOODSTOCK,240000,,02/25/2017,KENTUCKY,I,,,,10.2,https://www.youtube.com/watch?v=UufjO2rYEZo
Midlantic Two-Year-Olds in Training (2019),2019-05-20,132,CH,,C,CANDY RIDE (ARG),ELUSIVE FATE,ELUSIVE QUALITY,TOM MCCROCKLIN AGENT,THREE DIAMONDS FARM,125000,Y,01/30/2017,KENTUCKY,K,,,,10.4,https://www.youtube.com/watch?v=Nq4o_LpFkW8
Midlantic Two-Year-Olds in Training (2019),2019-05-20,133,DKB,,F,DISTORTED HUMOR,ELUSIVE ROYALTY,ELUSIVE QUALITY,CARY FROMMER LLC AGENT,NOT SOLD,65000,,02/09/2017,KENTUCKY,A-B,,,,11.1,https://www.youtube.com/watch?v=BfNgdvoJWAE
Midlantic Two-Year-Olds in Training (2019),2019-05-20,134,B,,F,CONGRATS,EMPIRES ANSWER,EMPIRE MAKER,BRICK CITY THOROUGHBREDS AGENT,OUT,0,,03/09/2017,PENNSYLVANIA,F,,,,23,https://www.youtube.com/watch?v=Q0YC1LLpjYY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,135,B,,F,TALE OF THE CAT,ENCHANTED FORTUNE,INDIAN CHARLIE,DE MERIC SALES AGENT,OUT,0,,02/20/2017,FLORIDA,I-J,,,,11,https://www.youtube.com/watch?v=GGyvWduGK3g
Midlantic Two-Year-Olds in Training (2019),2019-05-20,136,B,,C,WICKED STRONG,ERIN ENCHANTED,LION HEART,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,TIMOTHY HILLS AGENT FOR NAMCOOK STABLE & P. BRAVERMAN,25000,Y,05/10/2017,KENTUCKY,H,,,,10.4,https://www.youtube.com/watch?v=HqjGJcevj9k
Midlantic Two-Year-Olds in Training (2019),2019-05-20,137,CH,,F,VERRAZANO,ESTHER GOT EVEN,STEPHEN GOT EVEN,DEANS LIST AGENT,OUT,0,,03/01/2017,NEW YORK,H,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,138,CH,,C,AWESOME AGAIN,EVER AND ANON,CARSON CITY,HOPPEL'S HORSE & CATTLE CO. INC.,OUT,0,,06/25/2017,NEW YORK,L,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,139,CH,,F,DANZA,EXPRESS CHICK,HENNESSY,MEDALLION FARMS AGENT,OUT,0,,03/07/2017,KENTUCKY,K,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,141,DKB,,C,MORE THAN READY,FANFIRE,ELUSIVE QUALITY,BOBBY DODD AGENT,OUT,0,,04/13/2017,NEW YORK,E-F,,,,10.2,https://www.youtube.com/watch?v=cfUmn73zsIs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,142,DKB,,C,SECRET CIRCLE,FANTASY SLAM,SMOKE GLACKEN,SBM TRAINING & SALES LLC AGENT,SECRET STABLES,14000,,04/03/2017,KENTUCKY,K-L,,,http://www.thorostride.com/sales/fasig-tipton-midlantic-2yos-2019-hip-142,23.1,https://www.youtube.com/watch?v=mI3IAeTvGTU
Midlantic Two-Year-Olds in Training (2019),2019-05-20,143,CH,,C,FED BIZ,FAST HEART,LION HEART,GRASSROOTS TRAINING & SALES LLC AGENT,OUT,0,,04/23/2017,NEW YORK,I,,,,10.2,https://www.youtube.com/watch?v=aHwVqOuMTm4
Midlantic Two-Year-Olds in Training (2019),2019-05-20,144,CH,,C,LOOKIN AT LUCKY,FAST MOON,MALIBU MOON,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT II,OUT,0,,03/23/2017,FLORIDA,T,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,145,B,,F,STREET SENSE,FEATHERBED,SMART STRIKE,HIDDEN BROOK AGENT III,CARLOS MARTIN AGENT FOR COLLINSWORTH THOROUGHBREDS,55000,,02/24/2017,KENTUCKY,K,,,,10.3,https://www.youtube.com/watch?v=bUUBbAE3t8k
Midlantic Two-Year-Olds in Training (2019),2019-05-20,146,CH,MISTER WINSTON,C,LOOKIN AT LUCKY,FI,LANGFUHR,EDDIE WOODS AGENT LXX,OUT,0,,04/25/2017,KENTUCKY,J-K,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,147,DKB,,F,AWESOME AGAIN,FIFTH DIMENSION,DISTORTED HUMOR,JAMES LAYDEN AGENT,OUT,0,,04/15/2017,KENTUCKY,D,,,,22.4,https://www.youtube.com/watch?v=Rd-850IA6jY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,148,DKB,,F,FAST ANNA,FIFTYSHADESOFFUN,EMPIRE MAKER,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT,IT'S ALL ABOUT THE GIRLS,100000,,03/17/2017,KENTUCKY,T,,,http://www.thorostride.com/sales/fasig-tipton-midlantic-2yos-2019-hip-148,10.2,https://www.youtube.com/watch?v=Yuw7MIJ4Pw4
Midlantic Two-Year-Olds in Training (2019),2019-05-20,149,CH,,F,NORTHERN AFLEET,FIVE YARD PENALTY,CONSOLIDATOR,TOM MCCROCKLIN AGENT,POCKET ACES RACING LLC,30000,,03/26/2017,KENTUCKY,K,,,,10.3,https://www.youtube.com/watch?v=NL_Q1J0oSIw
Midlantic Two-Year-Olds in Training (2019),2019-05-20,150,CH,BRILLIANT CHASE,C,GOLDEN LAD,FIX YOU,FLYING CHEVRON,GRASSROOTS TRAINING & SALES LLC AGENT,SD TRADING,15000,,05/19/2017,PENNSYLVANIA,I,,,,10.4,https://www.youtube.com/watch?v=QiCBrHowlI8
Midlantic Two-Year-Olds in Training (2019),2019-05-20,151,GRR,,C,CARPE DIEM,FLAGRANT FOUL,TIZNOW,TOM MCCROCKLIN AGENT,PICK SIX RACING,90000,,01/21/2017,FLORIDA,K,,,,22.1,https://www.youtube.com/watch?v=mfWIFf2mMoU
Midlantic Two-Year-Olds in Training (2019),2019-05-20,152,GRR,,C,RACE DAY,FLASHY LASSIE,FLASHY BULL,KINGS EQUINE AGENT FOR SPENDTHRIFT FARM LLC,PEWTER & KASEY K RACING STABLE,37000,,05/07/2017,KENTUCKY,T,,,,10.1,https://www.youtube.com/watch?v=CR0HwgL2ULA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,153,B,D W FITZ,C,PALACE,FLIRTY FITZ,SEATTLE FITZ (ARG),ROD MCVEY,JAGGER INC,21000,,02/21/2017,KENTUCKY,I,,,,10.3,https://www.youtube.com/watch?v=IVtNOncyb5w
Midlantic Two-Year-Olds in Training (2019),2019-05-20,154,DKB,,C,ALGORITHMS,FOOLISH KISS,KISSIN KRIS,PICK VIEW LLC AGENT,OUT,0,,05/08/2017,OHIO,C,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,155,B,DOUBLE THAT,F,MIDNIGHT LUTE,FORD GALLOP,VICTORY GALLOP,DE MERIC SALES AGENT,OUT,0,,03/12/2017,KENTUCKY,I-J,,,,10.3,https://www.youtube.com/watch?v=ocW7XnXmjKY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,156,B,,C,STREET SENSE,FOREST FASHION,FOREST WILDCAT,TOP LINE SALES LLC AGENT VIII,KENNETH MCPEEK AGENT,500000,,03/01/2017,KENTUCKY,L,,,,21.4,https://www.youtube.com/watch?v=A5dhIDqIAME
Midlantic Two-Year-Olds in Training (2019),2019-05-20,157,B,,F,MAJESTIC CITY,FRANGIPANNI,CAPE TOWN,RANDY MILES AGENT VII,ROCKBRIDGE BLOODSTOCK AGENT FOR FINAL FURLONG RACING,62000,,06/02/2017,NEW YORK,B-C,,,,10.3,https://www.youtube.com/watch?v=A26vtMHY4eA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,158,B,EGYPTIAN PRINCESS,F,AMERICAN PHAROAH,FULL RANSOM,FULL MANDATE,NIALL BRENNAN STABLES LLC AGENT X,OUT,0,,02/13/2017,KENTUCKY,J,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,159,GRR,ULTIMATE JUSTICE,F,RACE DAY,FUN GIVEN,POINT GIVEN,MORT SHIRAZI AGENT,ERNEST M HAYNES,16000,Y,02/03/2017,KENTUCKY,I,,,,10.4,https://www.youtube.com/watch?v=fvKmMccJRX8
Midlantic Two-Year-Olds in Training (2019),2019-05-20,160,DKB,,F,COMPETITIVE EDGE,FU PEGGI SUE,FUSAICHI PEGASUS,HEMINGWAY RACING AND TRAINING STABLES AGENT,MATTHEW T GROFF,44000,,03/24/2017,NEW YORK,J,,,,10.3,https://www.youtube.com/watch?v=pr1GsvYJ_vg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,161,B,,C,MUNNINGS,GABBYWITHA G,TRIPPI,SCANLON TRAINING & SALES AGENT XII,OUT,0,,03/06/2017,KENTUCKY,T,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,162,DKB,,C,BERNARDINI,GAME FOR MORE,MORE THAN READY,CARY FROMMER LLC AGENT,NOT SOLD,95000,,05/20/2017,KENTUCKY,A-B,,,,11,https://www.youtube.com/watch?v=rmp-ZSm-Rjc
Midlantic Two-Year-Olds in Training (2019),2019-05-20,163,B,,C,INTO MISCHIEF,GAME SHOW,DEPUTY MINISTER,EDDIE WOODS AGENT IX,READE BAKER AGENT FOR P BRAVERMAN T PINCH & NAMCOOK,300000,,03/14/2017,KENTUCKY,J-K,,,,10.3,https://www.youtube.com/watch?v=r8jutJc1dfs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,164,B,,C,BERNARDINI,GIFTED GIRL (IRE),AZAMOUR (IRE),RANDY MILES AGENT III,OUT,0,,03/08/2017,KENTUCKY,B-C,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,165,B,,F,ALPHA,GIRL SHOW,WILD RUSH,RANDY MILES AGENT,SHEPHERD EQUINE ADVISERS AGENT FOR LARRY HIRSCH,92000,,04/02/2017,NEW YORK,B-C,,,,10.2,https://www.youtube.com/watch?v=oURXgBS72BI
Midlantic Two-Year-Olds in Training (2019),2019-05-20,166,CH,,F,DAREDEVIL,GO FORTH NORTH,NORTH LIGHT (IRE),JULIE DAVIES LLC AGENT,OUT,0,,04/11/2017,NEW YORK,C-D,,,,11.1,https://www.youtube.com/watch?v=62IJwqxhLas
Midlantic Two-Year-Olds in Training (2019),2019-05-20,167,DKB,,C,ITSMYLUCKYDAY,GOLDEN GAL AL,MONARCHOS,SBM TRAINING & SALES LLC AGENT,BURNING DAYLIGHT FARMS INC/ A FARRIS ALLEN III AGENT,70000,Y,03/24/2017,WEST VIRGINIA,K-L,,,http://www.thorostride.com/sales/fasig-tipton-midlantic-2yos-2019-hip-167,10.1,https://www.youtube.com/watch?v=_a0FP1Luuc0
Midlantic Two-Year-Olds in Training (2019),2019-05-20,168,B,TIZEMOTIONALGOLD,F,TIZNOW,GOLDEN MOTION,SMART STRIKE,PICK VIEW LLC AGENT,OUT,0,,04/14/2017,KENTUCKY,C,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,169,B,,F,UNCLE MO,GOLDEN ROCK,BERNARDINI,TOP LINE SALES LLC AGENT II,OUT,0,,03/31/2017,FLORIDA,L,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,170,GRR,,F,CAIRO PRINCE,GRACEONTOUR,HENNY HUGHES,CARY FROMMER LLC AGENT,NOT SOLD,145000,,03/27/2017,KENTUCKY,A-B,,,,10.2,https://www.youtube.com/watch?v=PDxnzU7AQ8k
Midlantic Two-Year-Olds in Training (2019),2019-05-20,171,GRR,,C,CURLIN,GRACIOUSLY SOFT,VINDICATION,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,OUT,0,,01/19/2017,NEW YORK,T,,,,11.1,https://www.youtube.com/watch?v=Ymsjia2iuvs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,172,B,,F,UNCLE MO,GRAND CRU CRUZIAN,FORESTRY,EDDIE WOODS AGENT LXXIII,NOT SOLD,70000,,02/26/2017,KENTUCKY,J-K,,,,10.3,https://www.youtube.com/watch?v=Ap4XPGEdviM
Midlantic Two-Year-Olds in Training (2019),2019-05-20,173,DKB,,F,BIG BROWN,GUINEVERE'S REIGN,SILVER DEPUTY,CARY FROMMER LLC AGENT,KIRK NESBETH,7500,,01/14/2017,NEW YORK,A-B,,,,11,https://www.youtube.com/watch?v=bk3EnyBHXKg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,174,DKB,,F,LIAM'S MAP,GWINNETT,VINDICATION,RICHARDSON BLOODSTOCK AGENT,OUT,0,,02/22/2017,KENTUCKY,E,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,175,DKB,,F,CENTRAL BANKER,GYPSY ANGEL,SILVER TRAIN,HOPPEL'S HORSE & CATTLE CO. INC. AGENT,BSW BLOODSTOCK-LIZ CROW AGENT,24000,,02/22/2017,NEW YORK,L,,,,10.3,https://www.youtube.com/watch?v=-Zv4VSNN-VY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,176,B,,C,TAPITURE,HAGGAI,OFFICER,ROD MCVEY,CALUMET FARM,50000,,02/17/2017,KENTUCKY,I,,,,10.3,https://www.youtube.com/watch?v=6b8ucuNvM1g
Midlantic Two-Year-Olds in Training (2019),2019-05-20,177,CH,,C,DANZA,HAPPY VOYAGE,MALIBU MOON,KINGS EQUINE AGENT,OUT,0,,03/11/2017,KENTUCKY,T,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,178,B,,F,NEW YEAR'S DAY,HARMONY LASS,ESKENDEREYA,CLASSIC BLOODSTOCK AGENT VII,OUT,0,,01/27/2017,NEW YORK,I,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,179,B,,F,MUCHO MACHO MAN,HARRIET,HARD SPUN,TOP LINE SALES LLC AGENT V,OUT,0,,04/04/2017,KENTUCKY,L,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,180,DKB,,C,COMPETITIVE EDGE,HASHTAGSID,SCAT DADDY,RICHARDSON BLOODSTOCK AGENT,BROOKE HUBBARD AGENT,50000,,04/05/2017,KENTUCKY,E,,,,10.4,https://www.youtube.com/watch?v=bFCMyyQ17cc
Midlantic Two-Year-Olds in Training (2019),2019-05-20,181,B,,F,EMCEE,HEARTLESS,HEATSEEKER (IRE),SEQUEL BLOODSTOCK AGENT FOR MORRISVILLE STATE COLLEGE FOUNDATION,NOT SOLD,9000,,03/09/2017,NEW YORK,F,,,,10.3,https://www.youtube.com/watch?v=329V4Bm1xrk
Midlantic Two-Year-Olds in Training (2019),2019-05-20,182,B,,C,TWIRLING CANDY,HEAVENLY HUMOR,DISTORTED HUMOR,PEGGY S. DELLHEIM LLC AGENT,GATSAS STABLES,50000,,05/02/2017,NEW YORK,H,,,,10.2,https://www.youtube.com/watch?v=JcubAwd_qHU
Midlantic Two-Year-Olds in Training (2019),2019-05-20,183,B,,C,CARPE DIEM,HELLO CHARLIE,INDIAN CHARLIE,NIALL BRENNAN STABLES LLC AGENT V,THE ELKSTONE GROUP LLC,65000,Y,04/28/2017,NEW YORK,J,,,,22.1,https://www.youtube.com/watch?v=RzTIdQbLmGc
