SALE TITLE,SESSION,HIP,COLOR,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION
The Gulfstream Sale (2018),3/28/18,12,B,C,TAPIT,MY CONQUESTADORY,ARTIE SCHILLER,HIDDEN BROOK AGENT I,OUT,0,,2/23/16,KENTUCKY,24,,,,10.3,https://www.youtube.com/watch?v=p2n_8aLzPaM
The Gulfstream Sale (2018),3/28/18,13,DKB,C,TEMPLE CITY,NATETWA,TIZNOW,STEPHENS THOROUGHBREDS LLC AGENT,OUT,0,,2/14/16,KENTUCKY,23,,,,10.4,https://www.youtube.com/watch?v=oeO2G4vc2Uk
The Gulfstream Sale (2018),3/28/18,14,DKB,C,MEDAGLIA D'ORO,NICOLE H,MR. GREELEY,TOM MCCROCKLIN AGENT,OUT,0,,2/25/16,KENTUCKY,24,,,,,
The Gulfstream Sale (2018),3/28/18,15,B,F,ORB,ONE TOO MANY,E DUBAI,SEQUEL BLOODSTOCK AGENT,NOT SOLD,245000,,4/29/16,KENTUCKY,23,,,,10.1,https://www.youtube.com/watch?v=fzsL3G0FQr4
The Gulfstream Sale (2018),3/28/18,16,B,F,UNCLE MO,PAINT ME RED,RED BULLET,EDDIE WOODS AGENT XIX,OUT,0,,4/13/16,KENTUCKY,24,,,,10.1,https://www.youtube.com/watch?v=1ZqVc29IwOI
The Gulfstream Sale (2018),3/28/18,17,B,F,INTO MISCHIEF,PALOMANEGRA,GRAND SLAM,NIALL BRENNAN STABLES AGENT VII,MIKE RYAN AGENT,375000,,5/3/16,KENTUCKY,23,,,,10.1,https://www.youtube.com/watch?v=2SC37uglP2U
The Gulfstream Sale (2018),3/28/18,18,DKB,F,UNCLE MO,PERFECT HEIST,HALF OURS,HOPPELS HORSE & CATTLE CO. INC. AGENT,OUT,0,,5/1/16,KENTUCKY,24,,,,10.2,https://www.youtube.com/watch?v=-3tTzAZ7xWw
The Gulfstream Sale (2018),3/28/18,19,CH,C,DISTORTED HUMOR,PIANIST,MORE THAN READY,MCKATHAN BROS. AGENT,ZAYAT STABLES LLC,300000,,4/8/16,KENTUCKY,23,,,,10.3,https://www.youtube.com/watch?v=VukYfs15rIg
The Gulfstream Sale (2018),3/28/18,20,DKB,C,GHOSTZAPPER,PIEDRAS NEGRAS,UNBRIDLED,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VII,OUT,0,,3/30/16,CALIFORNIA,23,,,,,
The Gulfstream Sale (2018),3/28/18,21,B,C,UNCLE MO,POTRA CLASICA (ARG),POTRILLON (ARG),CRUPI'S NEW CASTLE FARM AGENT,SPEEDWAY STABLE,850000,,1/30/16,FLORIDA,23,,,,10.1,https://www.youtube.com/watch?v=Ru_3BVdjH88
The Gulfstream Sale (2018),3/28/18,22,B,F,BODEMEISTER,PREACH TOME DADDY,SCAT DADDY,RANDY MILES AGENT FOR STARTING POINT THOROUGHBREDS LLC,LEE LEWIS MARK HENNIG AGENT,225000,,3/12/16,KENTUCKY,23,,,,10.1,https://www.youtube.com/watch?v=ahwxKybPgUI
The Gulfstream Sale (2018),3/28/18,23,B,F,UNCLE MO,PREMIUM ACTION,ACTION THIS DAY,HIDDEN BROOK AGENT III,NOT SOLD,155000,,2/20/16,KENTUCKY,24,,,,10.4,https://www.youtube.com/watch?v=kMzjvgvGJxI
The Gulfstream Sale (2018),3/28/18,24,DKB,C,STREET SENSE,PRETTY MISS TRIPPI,TRIPPI,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,OUT,0,,4/15/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=fOYr3FV-MB8
The Gulfstream Sale (2018),3/28/18,25,DKB,C,MALIBU MOON,QUEEN OFTHE CATSLE,TALE OF THE CAT,RANDY BRADSHAW AGENT,OUT,0,,5/12/16,KENTUCKY,24,,,,,
The Gulfstream Sale (2018),3/28/18,26,B,F,DATA LINK,RAHFEES FAIRY,PERFECT SOUL (IRE),KIRKWOOD STABLES AGENT FOR GULFSTREAM GALLOP LLC,MARTIN RACING STABLE,65000,,5/15/16,LOUISIANA,23,,,,G,https://www.youtube.com/watch?v=TLKu4Quq5Uw
The Gulfstream Sale (2018),3/28/18,27,CH,F,CURLIN,REDASPEN,BIANCONI,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,OUT,0,,4/26/16,PENNSYLVANIA,23,,,,,
The Gulfstream Sale (2018),3/28/18,28,CH,C,LEMON DROP KID,REGAL'S ENCORE,SPEIGHTSTOWN,SBM TRAINING & SALES LLC AGENT,JAKE BALLIS AGENT,125000,,3/18/16,NEW YORK,23,,,,10.1,https://www.youtube.com/watch?v=qSL-UqPbv0w
The Gulfstream Sale (2018),3/28/18,29,DKB,F,DANSILI (GB),REIMPOSE,FIRST DEFENCE,STEPHENS THOROUGHBREDS LLC AGENT,NOT SOLD,145000,,2/6/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=ylpa1Z1V5cI
The Gulfstream Sale (2018),3/28/18,30,B,C,INTO MISCHIEF,REINA MARIA,SONGANDAPRAYER,CARY FROMMER AGENT,NOT SOLD,245000,,2/8/16,KENTUCKY,24,,,,10.2,https://www.youtube.com/watch?v=TIfGClItNUY
The Gulfstream Sale (2018),3/28/18,31,B,C,SCAT DADDY,RISKY RACHEL,LIMEHOUSE,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,TODD PLETCHER FOR M V MAGNIER,1000000,,2/15/16,NEW YORK,23,,,,10,https://www.youtube.com/watch?v=tGcmO2sD1dU
The Gulfstream Sale (2018),3/28/18,32,B,C,DISTORTED HUMOR,SALTY ROMANCE,SALT LAKE,EDDIE WOODS AGENT XV,TOM MCCROCKLIN AGENT FOR LITTLE RED FEATHER RACING,150000,,4/14/16,KENTUCKY,24,,,,10.1,https://www.youtube.com/watch?v=fMpBOXL5bl4
The Gulfstream Sale (2018),3/28/18,33,B,C,DISTORTED HUMOR,SAVVY STAR,MEDAGLIA D'ORO,RICEHORSE STABLES AGENT,NOT SOLD,295000,,4/14/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=7NG60Z-V80o
The Gulfstream Sale (2018),3/28/18,35,DKB,C,VIOLENCE,SECRET KIN,SEA OF SECRETS,JAMES LAYDEN AGENT,OUT,0,,5/13/16,NEW YORK,23,,,,10.4,https://www.youtube.com/watch?v=k7PBg5TevIY
The Gulfstream Sale (2018),3/28/18,36,CH,C,FIRST SAMURAI,SENSATIONALSEASONS,CUVEE,TOP LINE SALES LLC AGENT,OUT,0,,3/16/16,NEW YORK,23,,,,11,https://www.youtube.com/watch?v=oFYT_hyCw9E
The Gulfstream Sale (2018),3/28/18,37,CH,F,SCAT DADDY,SHE DID TELL,WEST BY WEST,TOP LINE SALES LLC AGENT,OUT,0,,4/27/16,FLORIDA,23,,,,,
The Gulfstream Sale (2018),3/28/18,38,CH,C,MORE THAN READY,SHIRL'S SOUL,PERFECT SOUL (IRE),MCKATHAN BROS. AGENT,L & N RACING LLC,125000,,2/22/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=j8MgquYIw4M
The Gulfstream Sale (2018),3/28/18,39,DKB,C,JIMMY CREED,SHOWMETHEGREENCARD,DE NIRO,SBM TRAINING & SALES LLC AGENT,OUT,0,,2/14/16,OKLAHOMA,23,,,,10.3,https://www.youtube.com/watch?v=dOVJd4An2ZQ
The Gulfstream Sale (2018),3/28/18,40,B,F,SQUARE EDDIE,SILAR RULES,TEN MOST WANTED,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT IX,SHADAI FARM,650000,,1/7/16,CALIFORNIA,23,,,,10,https://www.youtube.com/watch?v=B-MinRwYe4U
The Gulfstream Sale (2018),3/28/18,41,DKB,C,ORB,SILVER SHIMMER,TALE OF THE CAT,RANDY BRADSHAW AGENT,OUT,0,,4/21/16,KENTUCKY,24,,,,,
The Gulfstream Sale (2018),3/28/18,42,B,C,QUALITY ROAD,SISTI'S PRIDE,FORESTRY,WILLIAM B. HARRIGAN (MIACOMET FARM LTD.) AGENT,OUT,0,,4/17/16,KENTUCKY,24,,,,,
The Gulfstream Sale (2018),3/28/18,43,DKB,C,FLATTER,SKIPSTONE,MONTBROOK,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT III,NOT SOLD,72000,,4/21/16,VIRGINIA,23,,,,10.1,https://www.youtube.com/watch?v=mMsku0fSshA
The Gulfstream Sale (2018),3/28/18,44,CH,F,SCAT DADDY,SPEIGHTFUL LADY,SPEIGHTSTOWN,DE MERIC AGENT,OUT,0,,4/29/16,NEW YORK,23,,,,,
The Gulfstream Sale (2018),3/28/18,45,CH,C,MALIBU MOON,SPRING ELUSION,ELUSIVE QUALITY,RICEHORSE STABLES AGENT,NOT SOLD,115000,,1/1/16,NEW YORK,23,,,,11,https://www.youtube.com/watch?v=fOc6Imv4YPU
The Gulfstream Sale (2018),3/28/18,46,B,C,WARRIOR'S REWARD,S S PINAFORE,STREET SENSE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VIII,DAVID MERJAN EPONA STABLE MARK HENNIG AGENT,75000,Y,4/20/16,KENTUCKY,23,,,,10.3,https://www.youtube.com/watch?v=QwCiHMU6gcA
The Gulfstream Sale (2018),3/28/18,47,CH,F,DISTORTED HUMOR,STORMINTHEGARDEN,STORMY ATLANTIC,EDDIE WOODS AGENT XX,SMITTEN FARM,150000,Y,5/3/16,KENTUCKY,24,,,,10.3,https://www.youtube.com/watch?v=-pSd9ESGGV0
The Gulfstream Sale (2018),3/28/18,48,B,C,HARD SPUN,STREET INTEREST,STREET CRY (IRE),CRUPI'S NEW CASTLE FARM AGENT,BSW AGENT FOR BOBBY FLAY,250000,Y,2/18/16,VIRGINIA,23,,,,10.2,https://www.youtube.com/watch?v=wefzv8Z5bSM
The Gulfstream Sale (2018),3/28/18,49,CH,C,STORMY ATLANTIC,SULTRY SAL,SULTRY SONG,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,OUT,0,,4/22/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,50,B,C,UNCLE MO,SUPER DIVINE,DIVINE PARK,EDDIE WOODS AGENT LI,OUT,0,,2/1/16,KENTUCKY,24,,,,,
The Gulfstream Sale (2018),3/28/18,51,CH,F,UNCAPTURED,SURELY EARLY,YANKEE VICTOR,SBM TRAINING & SALES LLC AGENT,CARLO VACCAREZZA,280000,,4/15/16,FLORIDA,23,,,,10,https://www.youtube.com/watch?v=qXkvIqoKtwk
The Gulfstream Sale (2018),3/28/18,52,B,C,TIZNOW,SURPRISES WELCOMED,STORM CAT,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,ROBERT E & LAWANA LOW,550000,,5/2/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=LCMovZKCs-s
The Gulfstream Sale (2018),3/28/18,53,DKB,C,CURLIN,SWITCHED UP,PLEASANTLY PERFECT,NIALL BRENNAN STABLES AGENT III,OUT,0,,4/18/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,54,CH,F,ORB,TABOO,FORESTRY,TOM MCCROCKLIN AGENT,BAOMA CORP. DONATO LANNI AGT,900000,,3/20/16,KENTUCKY,24,,,,21,https://www.youtube.com/watch?v=yR0WLu2qi0o
The Gulfstream Sale (2018),3/28/18,55,B,C,MEDAGLIA D'ORO,TAPICAT,TAPIT,HARTLEY/DE RENZO THOROUGHBREDS AGENT,OUT,0,,3/20/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,56,CH,C,GIANT'S CAUSEWAY,TEAM HANSEN,UNBRIDLED'S SONG,IMAGINE...,OUT,0,,3/3/16,KENTUCKY,23,,,,10.3,https://www.youtube.com/watch?v=g84OSKl8PBo
The Gulfstream Sale (2018),3/28/18,57,B,F,FED BIZ,TIFFANY TWISTED,THUNDER GULCH,CRANE THOROUGHBREDS AGENT,NOT SOLD,57000,,4/8/16,NEW YORK,23,,,,10.1,https://www.youtube.com/watch?v=s_q9VWZhri8
The Gulfstream Sale (2018),3/28/18,58,DKB,C,SCAT DADDY,TRES DREAM,CHESTER HOUSE,HARTLEY/DE RENZO THOROUGHBREDS AGENT,OUT,0,,3/25/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,59,B,C,CAIRO PRINCE,TURTLE BEACH,OUT OF PLACE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT V,NOT SOLD,145000,,3/3/16,KENTUCKY,23,,,,10.1,https://www.youtube.com/watch?v=33DAporFkyE
The Gulfstream Sale (2018),3/28/18,60,CH,C,STRONG MANDATE,UNBRIDLED MAGIC,GIANT'S CAUSEWAY,RICHARDSON BLOODSTOCK AGENT,NOT SOLD,122000,,4/14/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=Iw9ECSis1Wc
The Gulfstream Sale (2018),3/28/18,61,DKB,C,UNCLE MO,USHUAIA,CAPE CANAVERAL,WILLIAM B. HARRIGAN (MIACOMET FARM LTD.) AGENT,CARLO VACCAREZZA,560000,,4/27/16,KENTUCKY,24,,,,10,https://www.youtube.com/watch?v=fUfTERji-dA
The Gulfstream Sale (2018),3/28/18,62,DKB,C,FED BIZ,VIRTUOUSLY,CONGRATS,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VII,LINDA RICE AGENT,725000,,4/6/16,KENTUCKY,23,,,,10,https://www.youtube.com/watch?v=9FpSBJC35VE
The Gulfstream Sale (2018),3/28/18,63,B,C,MEDAGLIA D'ORO,WELL DRESSED,NOTEBOOK,RICEHORSE STABLES AGENT,OUT,0,,3/2/16,KENTUCKY,23,,,,11,https://www.youtube.com/watch?v=Zz_l3xsMkOo
The Gulfstream Sale (2018),3/28/18,64,B,F,MUNNINGS,WILDCAT HEIRESS,WILDCAT HEIR,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,EMERALD BLOODSTOCK AGENT FOR MICHAEL EISERMAN,80000,,2/6/16,KENTUCKY,23,,,,10.1,https://www.youtube.com/watch?v=N7p5DvBV1gg
The Gulfstream Sale (2018),3/28/18,65,B,F,INTO MISCHIEF,YOU'RE BEINGPLAYED,SPEIGHTSTOWN,CARY FROMMER AGENT,AUGUST DAWN FARM,200000,,3/22/16,KENTUCKY,24,,,,10.3,https://www.youtube.com/watch?v=zTl9n95aFLE
The Gulfstream Sale (2018),3/28/18,66,CH,F,TALE OF THE CAT,ABIGAIL'S GOLD,MINESHAFT,RANDY BRADSHAW AGENT,OUT,0,,3/20/16,KENTUCKY,24,,,,10.4,https://www.youtube.com/watch?v=_MxZdoHU0EA
The Gulfstream Sale (2018),3/28/18,68,B,F,QUALITY ROAD,AKRON MOON,MALIBU MOON,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VIII,KSI,800000,,4/29/16,KENTUCKY,23,,,,10,https://www.youtube.com/watch?v=0FL4IQ3CZHI
The Gulfstream Sale (2018),3/28/18,69,DKB,C,MORE THAN READY,ALWAYS HERE TOO,INCLUDE,PAUL SHARP AGENT,OUT,0,,1/31/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=-yFhRDfmstI
The Gulfstream Sale (2018),3/28/18,70,B,C,FED BIZ,AN ANNIKA MOMENT,MECKE,EDDIE WOODS AGENT IX,NOT SOLD,160000,,4/8/16,KENTUCKY,24,,,,10.1,https://www.youtube.com/watch?v=iWImYs2MiQc
The Gulfstream Sale (2018),3/28/18,71,B,C,UNCLE MO,ANOTHER MOOCHIE,SOUTHERN HALO,RICEHORSE STABLES AGENT,OUT,0,,3/20/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,72,B,F,INTO MISCHIEF,ANTICS,UNBRIDLED,MCKATHAN BROS. AGENT,OUT,0,,2/22/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,73,DKB,C,SPEIGHTSTOWN,APPEALING ZOPHIE,SUCCESSFUL APPEAL,NIALL BRENNAN STABLES AGENT IX,OUT,0,,5/6/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,74,DKB,C,SCAT DADDY,APRIL TRUE,YES IT'S TRUE,EDDIE WOODS AGENT XLVI,ZAYAT STABLES LLC,385000,,2/6/16,FLORIDA,24,,,,10.2,https://www.youtube.com/watch?v=_YMw23Q2aSM
The Gulfstream Sale (2018),3/28/18,75,B,C,PAYNTER,ASBEAUTIFULASYOU (IRE),A.P. INDY,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT III,BEN MCELROY AGENT,120000,,2/4/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=AIsaiuynJZc
The Gulfstream Sale (2018),3/28/18,76,B,C,PIONEEROF THE NILE,ASSATEAGUE,STORMY ATLANTIC,EDDIE WOODS AGENT XLIX,MARK CASSE AGENT,825000,,2/3/16,KENTUCKY,24,,,,10.1,https://www.youtube.com/watch?v=bOtQaywhd1Y
The Gulfstream Sale (2018),3/28/18,77,B,C,INTO MISCHIEF,ASSETS OF WAR,LAWYER RON,EDDIE WOODS AGENT XVIII,OXO EQUINE LLC,1200000,,2/23/16,KENTUCKY,24,,,,10,https://www.youtube.com/watch?v=qtr7Zs7ppAc
The Gulfstream Sale (2018),3/28/18,78,DKB,C,MIDNIGHT LUTE,AWESOME BELLA,AWESOME AGAIN,CRUPI'S NEW CASTLE FARM AGENT,OUT,0,,4/29/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,79,CH,F,WILL TAKE CHARGE,BERNCREDIT,BERNSTEIN,CRUPI'S NEW CASTLE FARM AGENT,OUT,0,,4/9/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,80,CH,C,SPEIGHTSTOWN,BLUEEYESINTHEREIN,MAGNA GRADUATE,TOM MCCROCKLIN AGENT,OUT,0,,1/11/16,KENTUCKY,24,,,,,
The Gulfstream Sale (2018),3/28/18,81,DKB,F,GHOSTZAPPER,BLUMEN,DYNAFORMER,CARY FROMMER AGENT,OUT,0,,4/23/16,KENTUCKY,24,,,,10.3,
The Gulfstream Sale (2018),3/28/18,82,DKB,C,PIONEEROF THE NILE,BON JOVI GIRL,MALIBU MOON,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT II,OUT,0,,5/2/16,KENTUCKY,23,,,,10.1,https://www.youtube.com/watch?v=a8BQFQ3LcnE
The Gulfstream Sale (2018),3/28/18,83,CH,C,SPEIGHTSTOWN,BRAZEN PERSUASION,INDIAN CHARLIE,SGV THOROUGHBREDS LLC (STEVEN VENOSA) AGENT,CHINA HORSE CLUB INTERNTL LTD,650000,,2/8/16,FLORIDA,23,,,,10.1,https://www.youtube.com/watch?v=z1fTAcHColQ
The Gulfstream Sale (2018),3/28/18,84,CH,F,MIDSHIPMAN,CARMALETTA,CHIEF SEATTLE,TOP LINE SALES LLC AGENT II,KLARAVICH STABLE,150000,,3/13/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=ioNmdjot6qA
The Gulfstream Sale (2018),3/28/18,85,CH,C,MALIBU MOON,CARMANDIA,WILD RUSH,SEQUEL BLOODSTOCK AGENT FOR CHESTER & MARY BROMAN,OUT,0,,2/11/16,NEW YORK,23,,,,,
The Gulfstream Sale (2018),3/28/18,86,GRR,F,INTO MISCHIEF,CASHING TICKETS,INDIAN CHARLIE,NIALL BRENNAN STABLES AGENT I,WHITE BIRCH FARM INC.,775000,,3/8/16,KENTUCKY,23,,,,10.1,https://www.youtube.com/watch?v=Lllv9DaQpTM
The Gulfstream Sale (2018),3/28/18,87,CH,F,MUNNINGS,CASH IS QUEEN,UNBRIDLED'S SONG,CRANE THOROUGHBREDS AGENT,NOT SOLD,45000,,2/21/16,KENTUCKY,23,,,,G,https://www.youtube.com/watch?v=pWRToFUSp44
The Gulfstream Sale (2018),3/28/18,88,DKB,C,EXCHANGE RATE,CAYMAN SUNRISE,PETIONVILLE,KIRKWOOD STABLES AGENT FOR GULFSTREAM GALLOP LLC,NOT SOLD,45000,,3/26/16,KENTUCKY,23,,,,G,https://www.youtube.com/watch?v=tE1rqbvytRk
The Gulfstream Sale (2018),3/28/18,89,B,C,UNION RAGS,CHANGING PLANS,PERFECT SOUL (IRE),PAUL SHARP AGENT,SOLIS/LITT,300000,,3/25/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=46CA09OAOxU
The Gulfstream Sale (2018),3/28/18,90,GRR,F,THE FACTOR,CHARADE,MALIBU MOON,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT III,OUT,0,,4/28/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,91,DKB,C,SPEIGHTSTOWN,CHARGE OF ANGELS,DISTORTED HUMOR,CRANE THOROUGHBREDS AGENT,OUT,0,,5/4/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,92,B,C,MACLEAN'S MUSIC,CHEYENNE AUTUMN,INDIAN CHARLIE,SCANLON TRAINING & SALES,OUT,0,,3/30/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,93,B,F,VIOLENCE,CITRON LADY,LEMON DROP KID,HOPPELS HORSE & CATTLE CO. INC. AGENT,NOT SOLD,145000,,3/10/16,KENTUCKY,24,,,,10.1,https://www.youtube.com/watch?v=8qTeKUgiu9E
The Gulfstream Sale (2018),3/28/18,94,B,F,UNCLE MO,CLAIRE'S SONG,UNBRIDLED'S SONG,SEQUEL BLOODSTOCK AGENT,OUT,0,,3/30/16,VIRGINIA,23,,,,,
The Gulfstream Sale (2018),3/28/18,95,DKB,C,MEDAGLIA D'ORO,COMMUNIQUE,SMART STRIKE,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT I,ROCKINGHAM RANCH,50000,,3/8/16,KENTUCKY,23,,,,10.4,https://www.youtube.com/watch?v=Xq7gWDMvRyk
The Gulfstream Sale (2018),3/28/18,96,B,F,UNCLE MO,COMPETITION,DIXIE UNION,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT VI,OUT,0,,3/8/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,97,DKB,F,SHANGHAI BOBBY,CONWAY TWO STEP,SPANISH STEPS,TOM MCCROCKLIN AGENT,KATSUMI YOSHIDA,200000,,3/30/16,FLORIDA,24,,,,22,https://www.youtube.com/watch?v=wkLpJtoylWg
The Gulfstream Sale (2018),3/28/18,98,DKB,F,SCAT DADDY,CORAL SUN,A.P. INDY,SCANLON TRAINING & SALES,OUT,0,,2/29/16,KENTUCKY,23,,,,,
The Gulfstream Sale (2018),3/28/18,99,CH,C,CITY ZIP,CRAZY LUCKY,HENNY HUGHES,IMAGINE...,NOT SOLD,235000,,1/22/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=n7EvSehYJl0
The Gulfstream Sale (2018),3/28/18,100,CH,C,WILL TAKE CHARGE,CULOTTE,SKY MESA,PAUL SHARP AGENT,NOT SOLD,135000,,4/23/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=nfQZ3NS1-F4
The Gulfstream Sale (2018),3/28/18,101,B,C,CAIRO PRINCE,DATTTS LADY DI,PROUD CITIZEN,SBM TRAINING & SALES LLC AGENT,KATSUMI YOSHIDA,400000,,3/27/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=6jlMGmypJ44
The Gulfstream Sale (2018),3/28/18,102,B,C,INTO MISCHIEF,DIAMOND FANCY FREE,CHEROKEE RUN,HARTLEY/DE RENZO THOROUGHBREDS AGENT,OUT,0,,2/17/16,KENTUCKY,23,,,,10.2,https://www.youtube.com/watch?v=CHGn-_fTcJA
The Gulfstream Sale (2018),3/28/18,103,B,C,DISTORTED HUMOR,DIAMONDS FOR LIL,SUMMER SQUALL,CRUPI'S NEW CASTLE FARM AGENT,OUT,0,,4/7/16,KENTUCKY,23,,,,10.3,https://www.youtube.com/watch?v=JIvDXyCK2AY
The Gulfstream Sale (2018),3/28/18,104,CH,C,STRONG MANDATE,DIVA'S TRIBUTE,HENNY HUGHES,NIALL BRENNAN STABLES AGENT V,OUT,0,,2/16/16,CALIFORNIA,23,,,,,
